#Columbus,OH weather file for 2009,,,,,
# data obtained from http://www.wunderground.com/history/airport/KCMH,,,,,,
$state_name=Ohio,,,,,,
$city_name=Columbus,,,,,,
temperature,humidity,wind_speed,solar_dir,solar_diff,solar_global,
06:17:07:51:00,69.1,0.669,9.2,12.49,15.65,18.57
06:17:08:08:00,69.8,0.662,15,14.38,18.01,21.38
06:17:08:51:00,70,0.669,12.7,18.72,23.45,27.82
06:17:09:05:00,69.8,0.662,12.7,19.99,25.05,29.72
06:17:09:51:00,71.6,0.662,15,23.72,29.72,35.27
06:17:10:51:00,78.8,0.698,10.4,27.52,34.47,40.91
06:17:11:41:00,80.6,0.698,12.7,22.31,20.7,35.38
06:17:11:51:00,80.6,0.698,12.7,30.09,37.7,44.74
06:17:12:30:00,82.4,0.698,10.4,31.11,38.98,46.25
06:17:12:51:00,82.4,0.698,10.4,23.59,21.89,37.4
06:17:13:51:00,91.4,0.77,10.4,23.69,21.99,37.57
06:17:14:51:00,86,0.77,9.2,22.89,21.24,36.3
06:17:15:51:00,87.8,0.653,15,21.17,19.65,33.57
06:17:16:51:00,84,0.66,16.1,18.54,17.2,29.4
06:17:17:51:00,84.9,0.66,16.1,14.99,13.92,23.78
06:17:19:51:00,84,0.649,19.6,5.17,4.8,8.2
06:17:20:51:00,82,0.64,16.1,0,0,0
06:17:21:51:00,79,0.621,10.4,0,0,0
06:17:22:51:00,73.9,0.64,13.8,0,0,0
06:17:23:51:00,71.1,0.601,16.1,0,0,0
06:18:00:51:00,69.1,0.601,10.4,0,0,0
06:18:01:51:00,66.9,0.601,6.9,0,0,0
06:18:02:51:00,64.9,0.59,6.9,0,0,0
06:18:03:51:00,64,0.59,3.5,0,0,0
06:18:04:51:00,63,0.59,4.6,0,0,0
06:18:05:51:00,63,0.59,4.6,0,0,0
06:18:06:51:00,63,0.59,5.8,5.17,6.48,7.69
06:18:06:58:00,62.6,0.59,8.1,6.1,7.64,9.07
06:18:07:51:00,63,0.59,6.9,12.58,15.76,18.7
06:18:08:51:00,63,0.601,6.9,18.77,23.52,27.91
06:18:09:51:00,64.9,0.601,6.9,29.7,33.07,42.39
06:18:10:15:00,64.4,0.608,4.6,25.42,31.84,37.79
06:18:10:51:00,68,0.61,8.1,27.53,34.5,40.94
06:18:11:07:00,68,0.608,8.1,28.34,35.5,42.13
06:18:11:51:00,71.1,0.61,9.2,30.1,37.71,44.75
06:18:12:51:00,73,0.61,0,31.45,39.4,46.76
06:18:13:51:00,73.9,0.621,3.5,31.59,39.58,46.97
06:18:14:51:00,78.1,0.63,5.8,22.89,21.24,36.3
06:18:15:51:00,80.1,0.64,4.6,21.18,19.66,33.59
06:18:16:51:00,80.1,0.64,3.5,24.75,31.01,36.8
06:18:17:51:00,81,0.63,6.9,15.03,13.95,23.84
06:18:18:51:00,81,0.63,3.5,14.13,17.71,21.01
06:18:19:51:00,80.1,0.64,4.6,7.01,8.78,10.42
06:18:20:51:00,79,0.64,4.6,0,0,0
06:18:21:51:00,77,0.64,4.6,0,0,0
06:18:22:51:00,75.9,0.649,0,0,0,0
06:18:23:51:00,73,0.649,0,0,0,0
06:19:00:51:00,69.1,0.649,3.5,0,0,0
06:19:01:51:00,68,0.649,3.5,0,0,0
06:19:02:51:00,69.1,0.66,0,0,0,0
06:19:03:51:00,69.1,0.66,0,0,0,0
06:19:04:51:00,69.1,0.66,3.5,0,0,0
06:19:05:08:00,69.8,0.662,0,0,0,0
06:19:05:30:00,69.8,0.662,3.5,0,0,0
06:19:05:51:00,70,0.669,4.6,0,0,0
06:19:06:51:00,71.1,0.68,9.2,5.29,6.63,7.87
06:19:07:00:00,71.6,0.68,10.4,3.24,3.61,5.78
06:19:07:16:00,71.6,0.698,5.8,4.26,4.74,7.59
06:19:07:21:00,71.6,0.698,0,4.57,5.08,8.14
06:19:07:30:00,71.6,0.698,9.2,5.11,5.69,9.12
06:19:07:38:00,71.6,0.698,9.2,5.59,6.22,9.97
06:19:07:41:00,71.6,0.698,10.4,5.76,6.42,10.28
06:19:07:51:00,71.1,0.691,13.8,6.33,7.05,11.3
06:19:07:58:00,71.6,0.698,8.1,6.72,7.49,12
06:19:08:17:00,69.8,0.68,6.9,7.74,8.62,13.82
06:19:08:22:00,69.8,0.68,13.8,8,8.91,14.28
06:19:08:30:00,69.8,0.68,11.5,8.41,9.36,15
06:19:08:49:00,69.8,0.68,8.1,13.99,12.98,22.18
06:19:08:51:00,69.1,0.669,5.8,14.13,13.11,22.4
06:19:09:10:00,69.8,0.662,9.2,10.27,11.43,18.32
06:19:09:20:00,69.8,0.662,6.9,10.69,11.91,19.07
06:19:09:31:00,69.8,0.68,11.5,22.28,18.61,33.12
06:19:09:51:00,71.1,0.68,6.9,23.8,29.81,35.38
06:19:10:14:00,71.6,0.698,13.8,25.38,31.8,37.73
06:19:10:21:00,71.6,0.698,11.5,25.83,32.36,38.4
06:19:10:41:00,71.6,0.698,9.2,27.01,33.84,40.16
06:19:10:51:00,73.9,0.7,10.4,27.55,34.52,40.96
06:19:11:27:00,75.2,0.68,6.9,29.23,36.62,43.46
06:19:11:51:00,77,0.691,8.1,30.1,37.72,44.76
06:19:12:51:00,79,0.7,15,23.59,21.89,37.41
06:19:13:51:00,82.9,0.711,16.1,23.69,21.99,37.57
06:19:14:51:00,86,0.72,16.1,22.89,21.25,36.31
06:19:15:51:00,88,0.75,9.2,21.19,19.67,33.61
06:19:16:51:00,89.1,0.711,16.1,24.78,31.05,36.84
06:19:17:51:00,89.1,0.691,17.3,20.1,25.18,29.88
06:19:18:51:00,87.1,0.691,9.2,14.21,17.81,21.13
06:19:19:51:00,86,0.7,4.6,7.12,8.92,10.59
06:19:20:51:00,84.9,0.711,6.9,0,0,0
06:19:21:51:00,84,0.7,8.1,0,0,0
06:19:22:51:00,82.9,0.711,8.1,0,0,0
06:19:23:51:00,82,0.711,9.2,0,0,0
06:20:00:51:00,82,0.711,9.2,0,0,0
06:20:01:51:00,81,0.711,8.1,0,0,0
06:20:02:51:00,80.1,0.72,9.2,0,0,0
06:20:03:14:00,78.8,0.734,11.5,0,0,0
06:20:03:51:00,72,0.68,19.6,0,0,0
06:20:04:21:00,71.6,0.662,10.4,0,0,0
06:20:04:51:00,71.1,0.669,9.2,0,0,0
06:20:05:51:00,71.1,0.669,9.2,0,0,0
06:20:06:28:00,71.6,0.662,12.7,1.71,1.59,2.71
06:20:06:51:00,73,0.669,19.6,5.41,6.78,8.05
06:20:07:29:00,73.4,0.662,17.3,10.2,12.78,15.17
06:20:07:51:00,73,0.669,17.3,9.57,8.88,15.17
06:20:08:32:00,73.4,0.662,20.7,12.81,11.89,20.31
06:20:08:44:00,75.2,0.662,18.4,36.48,22.85,43.39
06:20:08:51:00,75.9,0.669,20.7,37.79,23.67,44.94
06:20:09:22:00,75.2,0.662,19.6,16.2,15.03,25.68
06:20:09:51:00,77,0.66,19.6,17.87,16.59,28.35
06:20:10:17:00,77,0.662,17.3,19.2,17.82,30.45
06:20:10:51:00,79,0.649,19.6,55.14,34.54,65.59
06:20:11:51:00,81,0.66,17.3,60.22,37.73,71.63
06:20:12:51:00,82.9,0.649,18.4,62.9,39.4,74.82
06:20:13:51:00,84.9,0.64,19.6,63.18,39.58,75.15
06:20:14:51:00,86,0.63,20.7,61.06,38.25,72.63
06:20:15:51:00,86,0.63,16.1,56.54,35.42,67.25
06:20:16:51:00,84.9,0.63,12.7,18.61,17.27,29.51
06:20:17:51:00,84.9,0.63,10.4,15.11,14.03,23.97
06:20:18:51:00,84,0.63,18.4,10.72,9.95,17
06:20:19:51:00,82.9,0.64,11.5,14.47,9.06,17.21
06:20:20:51:00,82,0.64,15,0,0,0
06:20:21:51:00,80.1,0.64,10.4,0,0,0
06:20:22:51:00,78.1,0.649,6.9,0,0,0
06:20:23:51:00,77,0.63,5.8,0,0,0
06:21:00:51:00,75.9,0.621,8.1,0,0,0
06:21:01:51:00,73,0.61,4.6,0,0,0
06:21:02:51:00,72,0.621,0,0,0,0
06:21:03:51:00,70,0.621,0,0,0,0
06:21:04:51:00,68,0.621,0,0,0,0
06:21:05:51:00,68,0.621,0,0,0,0
06:21:06:51:00,66.9,0.621,3.5,10.8,6.77,12.85
06:21:07:51:00,70,0.64,3.5,25.46,15.95,30.28
06:21:08:51:00,73,0.64,5.8,14.14,13.13,22.43
06:21:09:51:00,75.9,0.649,6.9,17.85,16.56,28.3
06:21:10:51:00,75.9,0.649,0,27.54,34.5,40.94
06:21:11:51:00,79,0.66,3.5,30.09,37.69,44.73
06:21:12:51:00,81,0.66,6.9,31.44,39.39,46.74
06:21:13:51:00,82.9,0.64,12.7,31.6,39.59,46.98
06:21:14:51:00,84,0.64,12.7,22.92,21.27,36.35
06:21:15:51:00,84.9,0.63,15,21.25,19.72,33.7
06:21:16:51:00,84.9,0.61,10.4,18.68,17.34,29.63
06:21:17:51:00,84,0.621,11.5,15.22,14.12,24.14
06:21:18:51:00,84,0.621,11.5,10.86,10.08,17.22
06:21:19:51:00,81,0.621,10.4,5.6,5.2,8.89
06:21:20:51:00,78.1,0.61,4.6,0,0,0
06:21:21:51:00,75,0.621,0,0,0,0
06:21:22:51:00,73,0.621,5.8,0,0,0
06:21:23:51:00,71.1,0.621,4.6,0,0,0
06:22:00:51:00,70,0.621,0,0,0,0
06:22:01:51:00,68,0.621,3.5,0,0,0
06:22:02:51:00,68,0.61,4.6,0,0,0
06:22:03:51:00,66,0.61,0,0,0,0
06:22:04:51:00,64,0.61,3.5,0,0,0
06:22:05:51:00,63,0.601,0,0,0,0
06:22:06:51:00,64,0.601,3.5,6.9,5.38,9.85
06:22:07:51:00,66.9,0.601,5.8,25.63,16.05,30.48
06:22:08:51:00,70,0.61,5.8,37.84,23.7,45
06:22:09:51:00,73,0.601,3.5,47.66,29.86,56.69
06:22:10:51:00,75,0.601,0,20.67,19.18,32.78
06:22:11:51:00,78.1,0.601,0,22.57,20.95,35.79
06:22:12:51:00,78.1,0.61,0,23.58,21.88,37.4
06:22:13:51:00,82,0.61,0,23.7,21.99,37.58
06:22:14:51:00,82,0.579,5.8,22.93,21.28,36.36
06:22:15:51:00,84,0.61,3.5,21.26,19.73,33.72
06:22:16:51:00,84,0.61,0,18.71,17.36,29.67
06:22:17:51:00,82.9,0.601,3.5,15.26,14.16,24.2
06:22:18:51:00,84,0.61,8.1,10.92,10.13,17.32
06:22:19:51:00,82.9,0.621,8.1,5.69,5.28,9.02
06:22:20:51:00,82,0.621,5.8,0,0,0
06:22:21:51:00,79,0.621,6.9,0,0,0
06:22:22:51:00,75.9,0.63,5.8,0,0,0
06:22:23:51:00,73,0.63,4.6,0,0,0
06:23:00:51:00,71.1,0.621,4.6,0,0,0
06:23:01:51:00,70,0.621,0,0,0,0
06:23:02:51:00,69.1,0.621,3.5,0,0,0
06:23:03:51:00,68,0.61,0,0,0,0
06:23:04:51:00,66.9,0.601,4.6,0,0,0
06:23:05:51:00,66.9,0.601,0,0,0,0
06:23:06:51:00,68,0.601,3.5,14.1,7.85,16.77
06:23:07:51:00,70,0.601,3.5,32.25,17.96,38.36
06:23:08:51:00,73.9,0.579,4.6,47.44,26.42,56.42
06:23:09:51:00,78.1,0.55,8.1,59.67,33.23,70.97
06:23:10:51:00,79,0.54,8.1,68.94,38.39,82
06:23:11:51:00,81,0.55,8.1,75.25,41.9,89.51
06:23:12:51:00,82,0.559,3.5,39.3,30.64,56.1
06:23:13:51:00,84,0.579,15,39.5,30.79,56.38
06:23:14:51:00,84,0.59,6.9,61.15,38.31,72.73
06:23:15:51:00,84.9,0.59,8.1,21.27,19.74,33.74
06:23:16:51:00,84.9,0.59,6.9,49.95,31.29,59.4
06:23:17:51:00,84.9,0.579,8.1,25.5,19.87,36.39
06:23:18:51:00,84.9,0.601,8.1,29.27,18.34,34.82
06:23:19:51:00,82.9,0.59,8.1,9.62,7.5,13.72
06:23:20:51:00,81,0.601,5.8,0,0,0
06:23:21:51:00,78.1,0.61,3.5,0,0,0
06:23:22:51:00,75,0.621,3.5,0,0,0
06:23:23:51:00,73,0.621,0,0,0,0
06:24:00:51:00,72,0.61,3.5,0,0,0
06:24:01:51:00,70,0.621,0,0,0,0
06:24:02:51:00,69.1,0.621,0,0,0,0
06:24:03:51:00,66.9,0.61,0,0,0,0
06:24:04:51:00,66.9,0.61,0,0,0,0
06:24:05:51:00,66.9,0.61,0,0,0,0
06:24:06:51:00,66,0.61,0,4.32,4.01,6.85
06:24:07:51:00,70,0.621,0,25.97,16.27,30.89
06:24:08:51:00,75,0.621,3.5,38.07,23.85,45.28
06:24:09:51:00,78.1,0.61,0,47.81,29.95,56.86
06:24:10:51:00,80.1,0.61,4.6,55.19,34.57,65.64
06:24:11:51:00,82.9,0.61,3.5,22.58,20.96,35.81
06:24:12:51:00,82.9,0.621,0,62.89,39.39,74.8
06:24:13:51:00,86,0.621,0,79,43.99,93.96
06:24:14:51:00,87.1,0.61,4.6,22.93,21.28,36.37
06:24:15:51:00,88,0.63,6.9,21.29,19.75,33.76
06:24:16:51:00,89.1,0.621,5.8,18.75,17.4,29.74
06:24:17:51:00,89.1,0.621,5.8,15.34,14.23,24.32
06:24:18:51:00,89.1,0.63,5.8,29.43,18.43,35
06:24:19:51:00,86,0.64,3.5,5.85,5.43,9.28
06:24:20:51:00,84.9,0.63,9.2,0,0,0
06:24:21:51:00,82,0.64,5.8,0,0,0
06:24:22:51:00,81,0.64,5.8,0,0,0
06:24:23:51:00,79,0.64,0,0,0,0
06:25:00:51:00,78.1,0.64,0,0,0,0
06:25:01:51:00,77,0.64,4.6,0,0,0
06:25:02:51:00,75.9,0.649,3.5,0,0,0
06:25:03:51:00,73.9,0.66,5.8,0,0,0
06:25:04:51:00,73,0.649,6.9,0,0,0
06:25:06:51:00,73,0.66,3.5,11.52,7.22,13.7
06:25:07:51:00,73.9,0.669,3.5,25.97,16.27,30.89
06:25:08:51:00,77,0.68,0,38.07,23.85,45.28
06:25:09:51:00,81,0.691,0,47.81,29.95,56.86
06:25:10:51:00,84.9,0.7,0,55.19,34.57,65.64
06:25:11:51:00,88,0.691,4.6,60.22,37.72,71.62
06:25:12:51:00,89.1,0.669,0,62.89,39.39,74.8
06:25:13:51:00,91.9,0.649,3.5,23.7,21.99,37.59
06:25:14:51:00,89.1,0.7,9.2,22.93,21.28,36.37
06:25:15:51:00,89.1,0.68,9.2,21.29,19.75,33.76
06:25:16:51:00,91,0.66,10.4,18.75,17.4,29.74
06:25:17:51:00,88,0.649,12.7,15.34,14.23,24.32
06:25:19:51:00,80.1,0.669,12.7,7.8,9.77,11.6
06:25:20:45:00,77,0.662,15,0.29,0.32,0.51
06:25:20:51:00,77,0.66,16.1,0,0,0
06:25:21:17:00,75.2,0.698,20.7,0,0,0
06:25:21:22:00,71.6,0.662,24.2,0,0,0
06:25:21:40:00,69.8,0.662,13.8,0,0,0
06:25:21:48:00,68,0.662,8.1,0,0,0
06:25:21:51:00,68,0.669,6.9,0,0,0
06:25:22:01:00,69.8,0.662,8.1,0,0,0
06:25:22:48:00,69.8,0.68,6.9,0,0,0
06:25:22:51:00,70,0.68,10.4,0,0,0
06:25:23:00:00,69.8,0.68,0,0,0,0
06:25:23:44:00,69.8,0.662,8.1,0,0,0
06:25:23:51:00,70,0.669,6.9,0,0,0
06:26:00:51:00,70,0.68,5.8,0,0,0
06:26:01:51:00,70,0.68,6.9,0,0,0
06:26:02:46:00,69.8,0.68,9.2,0,0,0
06:26:02:51:00,70,0.68,9.2,0,0,0
06:26:03:51:00,70,0.669,8.1,0,0,0
06:26:04:51:00,69.1,0.669,5.8,0,0,0
06:26:05:51:00,69.1,0.669,5.8,0,0,0
06:26:06:51:00,71.1,0.66,6.9,11.75,7.36,13.98
06:26:07:51:00,73,0.66,8.1,16.34,12.74,23.32
06:26:08:51:00,75.9,0.669,11.5,38.18,23.92,45.41
06:26:09:51:00,78.1,0.669,15,17.95,16.66,28.47
06:26:10:30:00,78.8,0.662,15,26.46,33.15,39.34
06:26:10:51:00,79,0.669,13.8,27.61,34.6,41.05
06:26:11:51:00,79,0.691,9.2,30.12,37.73,44.77
06:26:12:51:00,80.1,0.7,8.1,31.44,39.4,46.75
06:26:13:12:00,80.6,0.698,4.6,23.72,22.02,37.62
06:26:13:51:00,84,0.711,8.1,23.7,22,37.59
06:26:14:51:00,84,0.68,6.9,22.94,21.29,36.38
06:26:15:51:00,86,0.68,5.8,56.79,35.57,67.55
06:26:16:51:00,84.9,0.66,9.2,18.77,17.42,29.77
06:26:17:51:00,86,0.649,12.7,15.37,14.27,24.38
06:26:18:51:00,84.9,0.64,10.4,29.58,18.53,35.18
06:26:19:51:00,82,0.64,12.7,15.82,9.91,18.82
06:26:20:51:00,79,0.61,6.9,0,0,0
06:26:21:51:00,75.9,0.61,4.6,0,0,0
06:26:22:51:00,73.9,0.601,3.5,0,0,0
06:26:23:51:00,72,0.601,0,0,0,0
06:27:00:51:00,70,0.61,0,0,0,0
06:27:01:51:00,69.1,0.601,0,0,0,0
06:27:02:51:00,66.9,0.601,3.5,0,0,0
06:27:04:51:00,64.9,0.59,0,0,0,0
06:27:05:51:00,64,0.579,0,0,0,0
06:27:06:51:00,64.9,0.579,3.5,7.35,5.73,10.48
06:27:07:51:00,69.1,0.579,3.5,26.14,16.37,31.09
06:27:08:51:00,73,0.59,5.8,38.18,23.92,45.41
06:27:09:51:00,75.9,0.601,3.5,17.95,16.66,28.47
06:27:10:51:00,79,0.579,10.4,20.71,19.22,32.84
06:27:11:51:00,80.1,0.59,6.9,22.59,20.96,35.82
06:27:12:51:00,81,0.59,8.1,23.58,21.89,37.4
06:27:13:51:00,81,0.57,0,23.7,22,37.59
06:27:14:51:00,82.9,0.579,6.9,22.94,21.29,36.38
06:27:15:51:00,82.9,0.57,12.7,21.3,19.76,33.77
06:27:16:51:00,82,0.559,3.5,18.77,17.42,29.77
06:27:17:51:00,82.9,0.579,6.9,20.5,25.68,30.48
06:27:18:51:00,82,0.57,9.2,11.09,10.29,17.59
06:27:19:51:00,80.1,0.57,6.9,5.93,5.51,9.41
06:27:20:51:00,77,0.57,3.5,0,0,0
06:27:21:51:00,75,0.579,3.5,0,0,0
06:27:22:51:00,73.9,0.579,0,0,0,0
06:27:23:51:00,69.1,0.61,4.6,0,0,0
06:28:00:51:00,66.9,0.621,0,0,0,0
06:28:01:51:00,70,0.59,0,0,0,0
06:28:02:51:00,69.1,0.59,0,0,0,0
06:28:03:51:00,66.9,0.601,0,0,0,0
06:28:04:51:00,66.9,0.61,0,0,0,0
06:28:05:51:00,66.9,0.601,3.5,0,0,0
06:28:06:51:00,69.1,0.61,4.6,5.99,7.51,8.91
06:28:07:51:00,70,0.61,5.8,13.15,16.48,19.56
06:28:08:51:00,73,0.621,9.2,19.15,23.99,28.47
06:28:09:51:00,75,0.64,10.4,23.97,30.04,35.64
06:28:10:51:00,77,0.66,9.2,27.63,34.62,41.08
06:28:11:51:00,79,0.669,12.7,30.12,37.74,44.78
06:28:12:51:00,82,0.669,17.3,31.45,39.4,46.75
06:28:14:51:00,87.1,0.57,21.9,61.18,38.32,72.77
06:28:15:51:00,86,0.559,15,56.82,35.59,67.58
06:28:16:51:00,86,0.55,16.1,50.13,31.4,59.62
06:28:17:51:00,84,0.531,15,41.1,25.74,48.88
06:28:18:51:00,82.9,0.5,19.6,29.73,18.63,35.36
06:28:20:51:00,78.1,0.45,11.5,0,0,0
06:28:21:51:00,75.9,0.441,8.1,0,0,0
06:28:22:51:00,75,0.45,5.8,0,0,0
06:28:23:51:00,70,0.469,3.5,0,0,0
06:29:00:51:00,70,0.489,4.6,0,0,0
06:29:01:51:00,71.1,0.5,8.1,0,0,0
06:29:02:51:00,69.1,0.52,6.9,0,0,0
06:29:03:51:00,68,0.511,8.1,0,0,0
06:29:04:51:00,66.9,0.511,9.2,0,0,0
06:29:05:51:00,66,0.52,9.2,0,0,0
06:29:06:51:00,66,0.531,10.4,14.98,8.34,17.82
06:29:07:51:00,68,0.54,11.5,16.44,12.82,23.47
06:29:08:51:00,71.1,0.54,13.8,23.93,18.66,34.16
06:29:09:51:00,73.9,0.54,9.2,29.97,23.36,42.77
06:29:10:51:00,78.1,0.54,17.3,34.54,26.93,49.3
06:29:11:51:00,80.1,0.511,19.6,60.25,37.74,71.66
06:29:12:51:00,81,0.511,24.2,62.89,39.4,74.8
06:29:13:51:00,82,0.511,19.6,63.2,39.59,75.17
06:29:14:51:00,82,0.531,20.7,61.18,38.32,72.77
06:29:15:51:00,82.9,0.511,15,21.31,19.77,33.79
06:29:16:51:00,81,0.5,23,18.8,17.44,29.81
06:29:17:51:00,82,0.5,23,15.41,14.3,24.44
06:29:18:51:00,80.1,0.511,23,11.15,10.35,17.68
06:29:19:51:00,79,0.5,23,6.01,5.58,9.54
06:29:20:51:00,78.1,0.5,13.8,0,0,0
06:29:21:51:00,77,0.5,18.4,0,0,0
06:29:22:51:00,75.9,0.511,13.8,0,0,0
06:29:23:51:00,73.9,0.52,11.5,0,0,0
06:30:00:51:00,73,0.531,4.6,0,0,0
06:30:02:51:00,68,0.57,8.1,0,0,0
06:30:03:51:00,66,0.57,4.6,0,0,0
06:30:04:51:00,66,0.57,5.8,0,0,0
06:30:05:51:00,66,0.57,6.9,0,0,0
06:30:06:51:00,66,0.559,9.2,4.57,4.24,7.25
06:30:07:51:00,64,0.579,8.1,13.21,11.04,19.64
06:30:08:51:00,66,0.579,13.8,14.38,13.34,22.8
06:30:09:26:00,66.2,0.572,12.7,16.58,15.39,26.3
06:30:09:51:00,68,0.57,12.7,17.98,16.69,28.51
06:30:10:31:00,69.8,0.554,12.7,19.9,18.47,31.56
06:30:10:51:00,70,0.55,11.5,20.71,19.22,32.85
06:30:11:51:00,71.1,0.54,15,22.58,20.95,35.81
06:30:12:51:00,73,0.54,16.1,23.58,21.88,37.39
06:30:13:51:00,73,0.54,15,23.71,22,37.6
06:30:14:51:00,73,0.531,19.6,22.97,21.32,36.43
06:30:15:51:00,75,0.52,15,28.49,35.69,42.35
06:30:16:51:00,73.9,0.531,15,18.89,17.53,29.96
06:30:17:51:00,75,0.52,16.1,15.55,14.43,24.66
06:30:18:51:00,73.9,0.52,13.8,11.34,10.52,17.99
06:30:19:51:00,73,0.531,9.2,6.26,5.81,9.93
06:30:20:51:00,72,0.531,8.1,0.32,0.3,0.51
06:30:21:51:00,71.1,0.531,6.9,0,0,0
06:30:22:51:00,70,0.531,6.9,0,0,0
06:30:23:51:00,69.1,0.55,0,0,0,0
07:01:00:51:00,66,0.579,0,0,0,0
07:01:01:51:00,66.9,0.559,0,0,0,0
07:01:02:51:00,66.9,0.579,0,0,0,0
07:01:03:51:00,64.9,0.59,0,0,0,0
07:01:04:51:00,64,0.601,0,0,0,0
07:01:05:51:00,64.9,0.59,0,0,0,0
07:01:06:51:00,63,0.601,0,6.28,7.98,8.54
07:01:07:51:00,64.9,0.59,0,13.45,17.07,18.28
07:01:08:51:00,64,0.601,3.5,19.45,16.46,26.43
07:01:09:11:00,62.6,0.608,4.6,15.89,14.94,23.04
07:01:09:21:00,62.6,0.59,3.5,22.01,18.63,29.91
07:01:09:51:00,64,0.601,0,24.28,30.83,33
07:01:10:00:00,64.4,0.59,4.6,24.9,31.62,33.85
07:01:10:51:00,64.9,0.579,6.9,27.95,35.49,37.99
07:01:13:12:00,68,0.572,4.6,31.99,40.61,43.48
07:01:13:51:00,70,0.579,5.8,31.97,40.59,43.45
07:01:14:51:00,69.1,0.559,0,30.98,39.33,42.11
07:01:16:51:00,71.1,0.54,9.2,25.5,32.38,34.66
07:01:17:51:00,71.1,0.54,9.2,21.02,26.69,28.57
07:01:18:51:00,70,0.54,9.2,15.37,19.51,20.89
07:01:19:51:00,70,0.55,11.5,8.55,10.86,11.63
07:01:20:51:00,69.1,0.531,9.2,0.57,0.73,0.78
07:01:21:51:00,66,0.559,10.4,0,0,0
07:01:22:51:00,64.9,0.55,4.6,0,0,0
07:01:23:51:00,66,0.57,6.9,0,0,0
07:02:00:51:00,64.9,0.559,5.8,0,0,0
07:02:01:51:00,64.9,0.559,9.2,0,0,0
07:02:02:27:00,64.4,0.572,9.2,0,0,0
07:02:02:51:00,64,0.57,9.2,0,0,0
07:02:03:40:00,62.6,0.572,12.7,0,0,0
07:02:03:51:00,61,0.579,8.1,0,0,0
07:02:04:16:00,60.8,0.59,9.2,0,0,0
07:02:04:24:00,60.8,0.59,5.8,0,0,0
07:02:04:48:00,60.8,0.59,8.1,0,0,0
07:02:04:51:00,60.1,0.59,6.9,0,0,0
07:02:05:07:00,60.8,0.572,8.1,0,0,0
07:02:05:31:00,60.8,0.572,10.4,0,0,0
07:02:05:37:00,60.8,0.572,10.4,0,0,0
07:02:05:49:00,59,0.572,8.1,0,0,0
07:02:05:51:00,59,0.57,6.9,0,0,0
07:02:06:15:00,60.8,0.572,4.6,1.42,1.81,1.94
07:02:06:49:00,60.8,0.572,6.9,6.02,7.65,8.19
07:02:06:51:00,60.1,0.57,6.9,6.28,7.98,8.54
07:02:07:51:00,60.1,0.54,8.1,13.45,17.07,18.28
07:02:08:51:00,61,0.54,4.6,19.45,24.69,26.43
07:02:09:11:00,60.8,0.554,6.9,21.19,26.9,28.8
07:02:09:51:00,62.1,0.55,10.4,24.28,30.83,33
07:02:10:12:00,60.8,0.554,12.7,25.7,21.75,34.93
07:02:10:51:00,60.1,0.54,9.2,27.95,23.66,37.99
07:02:11:51:00,62.1,0.559,6.9,30.45,38.67,41.39
07:02:12:51:00,66,0.531,12.7,31.79,40.37,43.22
07:02:13:51:00,66,0.52,12.7,31.97,40.59,43.45
07:02:14:51:00,66.9,0.55,9.2,30.98,39.33,42.11
07:02:15:51:00,69.1,0.54,11.5,21.62,20.33,31.34
07:02:16:51:00,70,0.531,11.5,25.5,32.38,34.66
07:02:17:51:00,69.1,0.54,11.5,21.02,26.69,28.57
07:02:18:51:00,68,0.55,10.4,15.37,19.51,20.89
07:02:19:51:00,68,0.559,8.1,6.41,6.03,9.3
07:02:20:51:00,66.9,0.559,5.8,0.57,0.73,0.78
07:02:21:37:00,66.2,0.572,10.4,0,0,0
07:02:21:49:00,64.4,0.59,6.9,0,0,0
07:02:21:51:00,64.9,0.59,4.6,0,0,0
07:02:22:51:00,64.9,0.59,4.6,0,0,0
07:02:23:51:00,64.9,0.579,6.9,0,0,0
07:03:00:12:00,64.4,0.572,5.8,0,0,0
07:03:00:51:00,64.9,0.59,6.9,0,0,0
07:03:01:20:00,64.4,0.59,5.8,0,0,0
07:03:01:51:00,64,0.579,4.6,0,0,0
07:03:02:51:00,63,0.59,5.8,0,0,0
07:03:03:51:00,63,0.579,6.9,0,0,0
07:03:04:51:00,63,0.57,6.9,0,0,0
07:03:05:51:00,62.1,0.57,5.8,0,0,0
07:03:06:51:00,62.1,0.559,8.1,12.79,8.12,13.91
07:03:07:51:00,63,0.559,10.4,10.15,9.54,14.71
07:03:08:51:00,64,0.55,6.9,14.63,13.76,21.21
07:03:09:51:00,66,0.55,12.7,24.31,30.87,33.05
07:03:10:51:00,68,0.55,12.7,27.97,35.51,38.02
07:03:11:51:00,71.1,0.55,9.2,22.85,21.49,33.12
07:03:12:51:00,71.1,0.559,9.2,23.85,22.43,34.57
07:03:13:51:00,72,0.559,10.4,31.97,40.59,43.45
07:03:14:51:00,73.9,0.559,10.4,30.98,39.34,42.11
07:03:15:51:00,73.9,0.559,8.1,28.84,36.61,39.2
07:03:16:51:00,75,0.559,8.1,19.15,18.01,27.76
07:03:17:51:00,75,0.57,10.4,21.07,26.75,28.64
07:03:18:51:00,75.9,0.559,9.2,15.44,19.61,20.99
07:03:19:51:00,75,0.559,9.2,8.66,10.99,11.77
07:03:20:51:00,73.9,0.57,6.9,0.54,0.5,0.78
