# Center-tapped Distribution transformer definitions
Name, NumPhases, Wdg1Bus, phase, Wdg1kV, Wdg1kVA, Wdg2Bus, phase, Wdg2kV, Wdg2kVA, Wdg3Bus, phase, Wdg3kV, Wdg3kVA, %imag, %R1, %R2, %R3, %NoLoadLoss, %X12, %X13, %X23
T5275247B, 1, L2786273, B, 7.2, 25, X2786273B, a, 0.12, 25, X2786273B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260518C, 1, L3104853, C, 7.2, 25, X3104853C, a, 0.12, 25, X3104853C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138259C, 1, L2973158, C, 7.2, 15, X2973158C, a, 0.12, 15, X2973158C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338926A, 1, L3216123, A, 7.2, 15, X3216123A, a, 0.12, 15, X3216123A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5321855B, 1, L2860485, B, 7.2, 15, X2860485B, a, 0.12, 15, X2860485B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5356800A, 1, L3235946, A, 7.2, 25, X3235946A, a, 0.12, 25, X3235946A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5339047A, 1, L2973148, A, 7.2, 25, X2973148A, a, 0.12, 25, X2973148A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5321894C, 1, L3066829, C, 7.2, 25, X3066829C, a, 0.12, 25, X3066829C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337627C, 1, L3085393, C, 7.2, 25, X3085393C, a, 0.12, 25, X3085393C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5355358B, 1, L2673322, B, 7.2, 10, X2673322B, a, 0.12, 10, X2673322B, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T22112371533C, 1, L3263051, C, 7.2, 25, X3263051C, a, 0.12, 25, X3263051C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5323274B, 1, L2860500, B, 7.2, 15, X2860500B, a, 0.12, 15, X2860500B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21396015A, 1, L3048211, A, 7.2, 25, X3048211A, a, 0.12, 25, X3048211A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T2224387074A, 1, L3728041, A, 7.2, 25, X3728041A, a, 0.12, 25, X3728041A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5323237B, 1, L3048199, B, 7.2, 15, X3048199B, a, 0.12, 15, X3048199B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338949B, 1, L3104136, B, 7.2, 15, X3104136B, a, 0.12, 15, X3104136B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5356015A, 1, L2916599, A, 7.2, 25, X2916599A, a, 0.12, 25, X2916599A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138718C, 1, L3104134, C, 7.2, 25, X3104134C, a, 0.12, 25, X3104134C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338959C, 1, L2954344, C, 7.2, 25, X2954344C, a, 0.12, 25, X2954344C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5157718B, 1, L3142099, B, 7.2, 25, X3142099B, a, 0.12, 25, X3142099B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5321884C, 1, L2710515, C, 7.2, 37.5, X2710515C, a, 0.12, 37.5, X2710515C, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5207286C, 1, L3011298, C, 7.2, 10, X3011298C, a, 0.12, 10, X3011298C, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5323263A, 1, L3066812, A, 7.2, 25, X3066812A, a, 0.12, 25, X3066812A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21399707A, 1, L3141403, A, 7.2, 25, X3141403A, a, 0.12, 25, X3141403A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226191772C, 1, L3120484, C, 7.2, 15, X3120484C, a, 0.12, 15, X3120484C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5293667A, 1, L2860504, A, 7.2, 15, X2860504A, a, 0.12, 15, X2860504A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5293424C, 1, L2766750, C, 7.2, 37.5, X2766750C, a, 0.12, 37.5, X2766750C, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337709B, 1, L2879077, B, 7.2, 15, X2879077B, a, 0.12, 15, X2879077B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5323391B, 1, L3159037, B, 7.2, 37.5, X3159037B, a, 0.12, 37.5, X3159037B, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T28147899C, 1, L3160793, C, 7.2, 15, X3160793C, a, 0.12, 15, X3160793C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226308717A, 1, L3233412, A, 7.2, 50, X3233412A, a, 0.12, 50, X3233412A, b, 0.12, 50, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T28147018B, 1, L2841620, B, 7.2, 15, X2841620B, a, 0.12, 15, X2841620B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21396815C, 1, L3253995, C, 7.2, 15, X3253995C, a, 0.12, 15, X3253995C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5247184C, 1, L2936279, C, 7.2, 25, X2936279C, a, 0.12, 25, X2936279C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5339043C, 1, L2804277, C, 7.2, 25, X2804277C, a, 0.12, 25, X2804277C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5302405A, 1, L2860489, A, 7.2, 15, X2860489A, a, 0.12, 15, X2860489A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T227917127C, 1, L2690868, C, 7.2, 50, X2690868C, a, 0.12, 50, X2690868C, b, 0.12, 50, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5356788C, 1, L3176661, C, 7.2, 10, X3176661C, a, 0.12, 10, X3176661C, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5321886C, 1, L2766746, C, 7.2, 25, X2766746C, a, 0.12, 25, X2766746C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5293657B, 1, L3189189, B, 7.2, 15, X3189189B, a, 0.12, 15, X3189189B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138237B, 1, L3048196, B, 7.2, 15, X3048196B, a, 0.12, 15, X3048196B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5310560A, 1, L2879074, A, 7.2, 15, X2879074A, a, 0.12, 15, X2879074A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260598A, 1, L3067478, A, 7.2, 37.5, X3067478A, a, 0.12, 37.5, X3067478A, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5302373B, 1, L2766726, B, 7.2, 15, X2766726B, a, 0.12, 15, X2766726B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260476A, 1, L2936271, A, 7.2, 15, X2936271A, a, 0.12, 15, X2936271A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21389092B, 1, L2917328, B, 7.2, 25, X2917328B, a, 0.12, 25, X2917328B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5356063C, 1, L3160103, C, 7.2, 15, X3160103C, a, 0.12, 15, X3160103C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T2223878647B, 1, L3448661, B, 7.2, 15, X3448661B, a, 0.12, 15, X3448661B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5354851B, 1, L2991901, B, 7.2, 25, X2991901B, a, 0.12, 25, X2991901B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338997B, 1, L2860499, B, 7.2, 50, X2860499B, a, 0.12, 50, X2860499B, b, 0.12, 50, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226193422B, 1, L2726975, B, 7.2, 15, X2726975B, a, 0.12, 15, X2726975B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5391745B, 1, L2673300, B, 7.2, 25, X2673300B, a, 0.12, 25, X2673300B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5251855C, 1, L2730107, C, 7.2, 25, X2730107C, a, 0.12, 25, X2730107C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5339006B, 1, L2916619, B, 7.2, 25, X2916619B, a, 0.12, 25, X2916619B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5355437C, 1, L2710525, C, 7.2, 25, X2710525C, a, 0.12, 25, X2710525C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5391752B, 1, L2804260, B, 7.2, 25, X2804260B, a, 0.12, 25, X2804260B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338920A, 1, L3197631, A, 7.2, 15, X3197631A, a, 0.12, 15, X3197631A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338925A, 1, L2973153, A, 7.2, 15, X2973153A, a, 0.12, 15, X2973153A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138685A, 1, L3122813, A, 7.2, 15, X3122813A, a, 0.12, 15, X3122813A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338992B, 1, L2935567, B, 7.2, 15, X2935567B, a, 0.12, 15, X2935567B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260513C, 1, L2917336, C, 7.2, 15, X2917336C, a, 0.12, 15, X2917336C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5302809C, 1, L2954350, C, 7.2, 15, X2954350C, a, 0.12, 15, X2954350C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5323388B, 1, L3234185, B, 7.2, 25, X3234185B, a, 0.12, 25, X3234185B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138265A, 1, L3160107, A, 7.2, 25, X3160107A, a, 0.12, 25, X3160107A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338970A, 1, L3141401, A, 7.2, 25, X3141401A, a, 0.12, 25, X3141401A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T228445756C, 1, L2972704, C, 7.2, 15, X2972704C, a, 0.12, 15, X2972704C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138771A, 1, L3197644, A, 7.2, 15, X3197644A, a, 0.12, 15, X3197644A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21471907A, 1, L2897805, A, 7.2, 25, X2897805A, a, 0.12, 25, X2897805A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T22112168880C, 1, L2766499, C, 7.2, 50, X2766499C, a, 0.12, 50, X2766499C, b, 0.12, 50, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5302469A, 1, L3104132, A, 7.2, 15, X3104132A, a, 0.12, 15, X3104132A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5323286B, 1, L2989564, B, 7.2, 15, X2989564B, a, 0.12, 15, X2989564B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5302735A, 1, L2991923, A, 7.2, 25, X2991923A, a, 0.12, 25, X2991923A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260529C, 1, L3217053, C, 7.2, 10, X3217053C, a, 0.12, 10, X3217053C, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338933B, 1, L3216345, B, 7.2, 37.5, X3216345B, a, 0.12, 37.5, X3216345B, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5247059A, 1, L2766721, A, 7.2, 25, X2766721A, a, 0.12, 25, X2766721A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226024307B, 1, L3119793, B, 7.2, 15, X3119793B, a, 0.12, 15, X3119793B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5294788A, 1, L2821010, A, 7.2, 37.5, X2821010A, a, 0.12, 37.5, X2821010A, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5321890C, 1, L3104118, C, 7.2, 37.5, X3104118C, a, 0.12, 37.5, X3104118C, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337678A, 1, L3160101, A, 7.2, 25, X3160101A, a, 0.12, 25, X3160101A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5328364C, 1, L2692633, C, 7.2, 25, X2692633C, a, 0.12, 25, X2692633C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138374C, 1, L2691950, C, 7.2, 25, X2691950C, a, 0.12, 25, X2691950C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5355603B, 1, L3160108, B, 7.2, 37.5, X3160108B, a, 0.12, 37.5, X3160108B, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338999B, 1, L2822873, B, 7.2, 10, X2822873B, a, 0.12, 10, X2822873B, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260586B, 1, L3048887, B, 7.2, 37.5, X3048887B, a, 0.12, 37.5, X3048887B, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338995B, 1, L3254227, B, 7.2, 10, X3254227B, a, 0.12, 10, X3254227B, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260484A, 1, L2992624, A, 7.2, 15, X2992624A, a, 0.12, 15, X2992624A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T227100746A, 1, L3226771, A, 7.2, 15, X3226771A, a, 0.12, 15, X3226771A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5356794C, 1, L3086002, C, 7.2, 25, X3086002C, a, 0.12, 25, X3086002C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5351020C, 1, L3045895, C, 7.2, 25, X3045895C, a, 0.12, 25, X3045895C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338935B, 1, L2973160, B, 7.2, 15, X2973160B, a, 0.12, 15, X2973160B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226193078A, 1, L2764403, A, 7.2, 25, X2764403A, a, 0.12, 25, X2764403A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21031694B, 1, L3122812, B, 7.2, 37.5, X3122812B, a, 0.12, 37.5, X3122812B, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226193892B, 1, L3176660, B, 7.2, 15, X3176660B, a, 0.12, 15, X3176660B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21399619C, 1, L2991943, C, 7.2, 25, X2991943C, a, 0.12, 25, X2991943C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5321887C, 1, L2691941, C, 7.2, 25, X2691941C, a, 0.12, 25, X2691941C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T225534325A, 1, L2983432, A, 7.2, 25, X2983432A, a, 0.12, 25, X2983432A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T228219458B, 1, L3215549, B, 7.2, 25, X3215549B, a, 0.12, 25, X3215549B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260543C, 1, L2955077, C, 7.2, 25, X2955077C, a, 0.12, 25, X2955077C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337722A, 1, L2973157, A, 7.2, 25, X2973157A, a, 0.12, 25, X2973157A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138379C, 1, L2691951, C, 7.2, 25, X2691951C, a, 0.12, 25, X2691951C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260480C, 1, L3030199, C, 7.2, 25, X3030199C, a, 0.12, 25, X3030199C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21389307C, 1, L2692655, C, 7.2, 25, X2692655C, a, 0.12, 25, X2692655C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21399752A, 1, L2785546, A, 7.2, 25, X2785546A, a, 0.12, 25, X2785546A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21400185A, 1, L2935559, A, 7.2, 25, X2935559A, a, 0.12, 25, X2935559A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338927A, 1, L2972930, A, 7.2, 25, X2972930A, a, 0.12, 25, X2972930A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338922B, 1, L2822866, B, 7.2, 25, X2822866B, a, 0.12, 25, X2822866B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21382813A, 1, L2748781, A, 7.2, 37.5, X2748781A, a, 0.12, 37.5, X2748781A, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T2224230651C, 1, L3645810, C, 7.2, 75, X3645810C, a, 0.12, 75, X3645810C, b, 0.12, 75, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138380C, 1, L2879076, C, 7.2, 10, X2879076C, a, 0.12, 10, X2879076C, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21031684A, 1, L2841616, A, 7.2, 25, X2841616A, a, 0.12, 25, X2841616A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338921A, 1, L2935554, A, 7.2, 10, X2935554A, a, 0.12, 10, X2935554A, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337724A, 1, L2879075, A, 7.2, 15, X2879075A, a, 0.12, 15, X2879075A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T28150292A, 1, L2839305, A, 7.2, 15, X2839305A, a, 0.12, 15, X2839305A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21249674B, 1, L2879753, B, 7.2, 25, X2879753B, a, 0.12, 25, X2879753B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138567A, 1, L2748129, A, 7.2, 37.5, X2748129A, a, 0.12, 37.5, X2748129A, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5247060A, 1, L2991906, A, 7.2, 10, X2991906A, a, 0.12, 10, X2991906A, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5391737B, 1, L2804247, B, 7.2, 25, X2804247B, a, 0.12, 25, X2804247B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226194280B, 1, L3195318, B, 7.2, 15, X3195318B, a, 0.12, 15, X3195318B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5251856C, 1, L3048888, C, 7.2, 15, X3048888C, a, 0.12, 15, X3048888C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5274903C, 1, L2935552, C, 7.2, 15, X2935552C, a, 0.12, 15, X2935552C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226193345A, 1, L2876797, A, 7.2, 15, X2876797A, a, 0.12, 15, X2876797A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5391765B, 1, L3085389, B, 7.2, 25, X3085389B, a, 0.12, 25, X3085389B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5323403B, 1, L2916603, B, 7.2, 15, X2916603B, a, 0.12, 15, X2916603B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21209868A, 1, L2710518, A, 7.2, 25, X2710518A, a, 0.12, 25, X2710518A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260573C, 1, L3160896, C, 7.2, 15, X3160896C, a, 0.12, 15, X3160896C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5302858C, 1, L2897776, C, 7.2, 25, X2897776C, a, 0.12, 25, X2897776C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T225940756B, 1, L2913406, B, 7.2, 37.5, X2913406B, a, 0.12, 37.5, X2913406B, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5392036B, 1, L2991915, B, 7.2, 25, X2991915B, a, 0.12, 25, X2991915B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260500B, 1, L2711224, B, 7.2, 10, X2711224B, a, 0.12, 10, X2711224B, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T28128007C, 1, L2897766, C, 7.2, 25, X2897766C, a, 0.12, 25, X2897766C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138342C, 1, L2897775, C, 7.2, 25, X2897775C, a, 0.12, 25, X2897775C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5391736B, 1, L3029495, B, 7.2, 15, X3029495B, a, 0.12, 15, X3029495B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T225571871B, 1, L2911069, B, 7.2, 15, X2911069B, a, 0.12, 15, X2911069B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338893A, 1, L3197633, A, 7.2, 25, X3197633A, a, 0.12, 25, X3197633A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21373784A, 1, L3066817, A, 7.2, 50, X3066817A, a, 0.12, 50, X3066817A, b, 0.12, 50, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21455388C, 1, L2879089, C, 7.2, 37.5, X2879089C, a, 0.12, 37.5, X2879089C, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226193662A, 1, L3195315, A, 7.2, 25, X3195315A, a, 0.12, 25, X3195315A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5355943C, 1, L2785529, C, 7.2, 25, X2785529C, a, 0.12, 25, X2785529C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260627A, 1, L2992656, A, 7.2, 37.5, X2992656A, a, 0.12, 37.5, X2992656A, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260650A, 1, L2692661, A, 7.2, 25, X2692661A, a, 0.12, 25, X2692661A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5339019A, 1, L3160114, A, 7.2, 15, X3160114A, a, 0.12, 15, X3160114A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
