# Triplex lines connecting the secondary of the service transformers (MV/LV) to 120/240V loada
# These lines are defined (see Triplex_linecodes.dss) as 2-phase lines
# See transformer connection for the meaning of nodes 1 and 2 at the secondary buses.

name, Bus1, phases, Bus2, phases, Linecode, Length, Units
Tpx338994B0, X3160115B, ab,  SX3160115B, ab,   4/0Triplex, 50, ft 
Tpx338995B0, X3254227B, ab,  SX3254227B, ab,   4/0Triplex, 50, ft 
Tpx338997B0, X2860499B, ab,  SX2860499B, ab,   4/0Triplex, 50, ft 
Tpx338998B0, X3254229B, ab,  SX3254229B, ab,   4/0Triplex, 50, ft 
Tpx338999B0, X2822873B, ab,  SX2822873B, ab,   4/0Triplex, 50, ft 
Tpx339001B0, X3178988B, ab,  SX3178988B, ab,   4/0Triplex, 50, ft 
Tpx339002B0, X2785536B, ab,  SX2785536B, ab,   4/0Triplex, 50, ft 
Tpx339003B0, X3066826B, ab,  SX3066826B, ab,   4/0Triplex, 50, ft 
Tpx339004B0, X3197653B, ab,  SX3197653B, ab,   4/0Triplex, 50, ft 
Tpx339005B0, X2785535B, ab,  SX2785535B, ab,   4/0Triplex, 50, ft 
Tpx339006B0, X2916619B, ab,  SX2916619B, ab,   4/0Triplex, 50, ft 
Tpx339007B0, X2916617B, ab,  SX2916617B, ab,   4/0Triplex, 50, ft 
Tpx339008B0, X3122835B, ab,  SX3122835B, ab,   4/0Triplex, 50, ft 
Tpx339010B0, X2691966B, ab,  SX2691966B, ab,   4/0Triplex, 50, ft 
Tpx339011B0, X3104145B, ab,  SX3104145B, ab,   4/0Triplex, 50, ft 
Tpx339012B0, X2973171B, ab,  SX2973171B, ab,   4/0Triplex, 50, ft 
Tpx339013B0, X2804270B, ab,  SX2804270B, ab,   4/0Triplex, 50, ft 
Tpx339016B0, X3235273B, ab,  SX3235273B, ab,   4/0Triplex, 50, ft 
Tpx339017C0, X2729423C, ab,  SX2729423C, ab,   4/0Triplex, 50, ft 
Tpx339018A0, X2729424A, ab,  SX2729424A, ab,   4/0Triplex, 50, ft 
Tpx339019A0, X3160114A, ab,  SX3160114A, ab,   4/0Triplex, 50, ft 
Tpx339020A0, X3104144A, ab,  SX3104144A, ab,   4/0Triplex, 50, ft 
Tpx339021A0, X3197652A, ab,  SX3197652A, ab,   4/0Triplex, 50, ft 
Tpx339042B0, X3141394B, ab,  SX3141394B, ab,   4/0Triplex, 50, ft 
Tpx339043C0, X2804277C, ab,  SX2804277C, ab,   4/0Triplex, 50, ft 
Tpx339044C0, X3197625C, ab,  SX3197625C, ab,   4/0Triplex, 50, ft 
Tpx339046A0, X2785511A, ab,  SX2785511A, ab,   4/0Triplex, 50, ft 
Tpx339047A0, X2973148A, ab,  SX2973148A, ab,   4/0Triplex, 50, ft 
Tpx339048A0, X3160098A, ab,  SX3160098A, ab,   4/0Triplex, 50, ft 
Tpx339049A0, X2916602A, ab,  SX2916602A, ab,   4/0Triplex, 50, ft 
Tpx339051C0, X3231255C, ab,  SX3231255C, ab,   4/0Triplex, 50, ft 
Tpx339052C0, X3118855C, ab,  SX3118855C, ab,   4/0Triplex, 50, ft 
Tpx339097B0, X3085410B, ab,  SX3085410B, ab,   4/0Triplex, 50, ft 
Tpx346639C0, X2992556C, ab,  SX2992556C, ab,   4/0Triplex, 50, ft 
Tpx350993C0, X3198356C, ab,  SX3198356C, ab,   4/0Triplex, 50, ft 
Tpx350994C0, X3048968C, ab,  SX3048968C, ab,   4/0Triplex, 50, ft 
Tpx351019C0, X2767414C, ab,  SX2767414C, ab,   4/0Triplex, 50, ft 
Tpx351020C0, X3045895C, ab,  SX3045895C, ab,   4/0Triplex, 50, ft 
Tpx351021C0, X2692664C, ab,  SX2692664C, ab,   4/0Triplex, 50, ft 
Tpx354851B0, X2991901B, ab,  SX2991901B, ab,   4/0Triplex, 50, ft 
Tpx355358B0, X2673322B, ab,  SX2673322B, ab,   4/0Triplex, 50, ft 
Tpx355359B0, X2766730B, ab,  SX2766730B, ab,   4/0Triplex, 50, ft 
Tpx355375A0, X2689691A, ab,  SX2689691A, ab,   4/0Triplex, 50, ft 
Tpx355376B0, X2914323B, ab,  SX2914323B, ab,   4/0Triplex, 50, ft 
Tpx355431C0, X3048222C, ab,  SX3048222C, ab,   4/0Triplex, 50, ft 
Tpx355432C0, X3122837C, ab,  SX3122837C, ab,   4/0Triplex, 50, ft 
Tpx355433C0, X2991933C, ab,  SX2991933C, ab,   4/0Triplex, 50, ft 
Tpx355437C0, X2710525C, ab,  SX2710525C, ab,   4/0Triplex, 50, ft 
Tpx355438C0, X2673323C, ab,  SX2673323C, ab,   4/0Triplex, 50, ft 
Tpx355584B0, X2710542B, ab,  SX2710542B, ab,   4/0Triplex, 50, ft 
Tpx355585B0, X2766742B, ab,  SX2766742B, ab,   4/0Triplex, 50, ft 
Tpx355586B0, X3254234B, ab,  SX3254234B, ab,   4/0Triplex, 50, ft 
Tpx355587B0, X3104114B, ab,  SX3104114B, ab,   4/0Triplex, 50, ft 
Tpx355588B0, X2822857B, ab,  SX2822857B, ab,   4/0Triplex, 50, ft 
Tpx355589B0, X2691939B, ab,  SX2691939B, ab,   4/0Triplex, 50, ft 
Tpx355590B0, X2860478B, ab,  SX2860478B, ab,   4/0Triplex, 50, ft 
Tpx355591B0, X2822858B, ab,  SX2822858B, ab,   4/0Triplex, 50, ft 
Tpx355592B0, X3254206B, ab,  SX3254206B, ab,   4/0Triplex, 50, ft 
Tpx355593B0, X2766715B, ab,  SX2766715B, ab,   4/0Triplex, 50, ft 
Tpx355595B0, X2860479B, ab,  SX2860479B, ab,   4/0Triplex, 50, ft 
Tpx355596B0, X3178969B, ab,  SX3178969B, ab,   4/0Triplex, 50, ft 
Tpx355597B0, X2729401B, ab,  SX2729401B, ab,   4/0Triplex, 50, ft 
Tpx355598B0, X2804245B, ab,  SX2804245B, ab,   4/0Triplex, 50, ft 
Tpx355599B0, X3216338B, ab,  SX3216338B, ab,   4/0Triplex, 50, ft 
Tpx355600B0, X2691938B, ab,  SX2691938B, ab,   4/0Triplex, 50, ft 
Tpx355601B0, X2673326B, ab,  SX2673326B, ab,   4/0Triplex, 50, ft 
Tpx355602B0, X3251806B, ab,  SX3251806B, ab,   4/0Triplex, 50, ft 
Tpx355603B0, X3160108B, ab,  SX3160108B, ab,   4/0Triplex, 50, ft 
Tpx355604B0, X2841624B, ab,  SX2841624B, ab,   4/0Triplex, 50, ft 
Tpx355605B0, X2729409B, ab,  SX2729409B, ab,   4/0Triplex, 50, ft 
Tpx355606B0, X3029510B, ab,  SX3029510B, ab,   4/0Triplex, 50, ft 
Tpx355607B0, X2991927B, ab,  SX2991927B, ab,   4/0Triplex, 50, ft 
Tpx355618B0, X2954338B, ab,  SX2954338B, ab,   4/0Triplex, 50, ft 
Tpx355767B0, X3197634B, ab,  SX3197634B, ab,   4/0Triplex, 50, ft 
Tpx355768B0, X2729408B, ab,  SX2729408B, ab,   4/0Triplex, 50, ft 
Tpx355773A0, X2991909A, ab,  SX2991909A, ab,   4/0Triplex, 50, ft 
Tpx355777B0, X3085398B, ab,  SX3085398B, ab,   4/0Triplex, 50, ft 
Tpx355778C0, X2673314C, ab,  SX2673314C, ab,   4/0Triplex, 50, ft 
Tpx355779C0, X3122817C, ab,  SX3122817C, ab,   4/0Triplex, 50, ft 
Tpx355780B0, X3160102B, ab,  SX3160102B, ab,   4/0Triplex, 50, ft 
Tpx355840B0, X2822871B, ab,  SX2822871B, ab,   4/0Triplex, 50, ft 
Tpx355842A0, X2876813A, ab,  SX2876813A, ab,   4/0Triplex, 50, ft 
Tpx355843A0, X2952013A, ab,  SX2952013A, ab,   4/0Triplex, 50, ft 
Tpx355933A0, X2916598A, ab,  SX2916598A, ab,   4/0Triplex, 50, ft 
Tpx355934A0, X3048212A, ab,  SX3048212A, ab,   4/0Triplex, 50, ft 
Tpx355935A0, X2691973A, ab,  SX2691973A, ab,   4/0Triplex, 50, ft 
Tpx355936A0, X2954357A, ab,  SX2954357A, ab,   4/0Triplex, 50, ft 
Tpx355937A0, X2841639A, ab,  SX2841639A, ab,   4/0Triplex, 50, ft 
Tpx355938A0, X2804262A, ab,  SX2804262A, ab,   4/0Triplex, 50, ft 
Tpx355942A0, X2973165A, ab,  SX2973165A, ab,   4/0Triplex, 50, ft 
Tpx355943C0, X2785529C, ab,  SX2785529C, ab,   4/0Triplex, 50, ft 
Tpx355944B0, X3197646B, ab,  SX3197646B, ab,   4/0Triplex, 50, ft 
Tpx356007A0, X3141389A, ab,  SX3141389A, ab,   4/0Triplex, 50, ft 
Tpx356008A0, X3197618A, ab,  SX3197618A, ab,   4/0Triplex, 50, ft 
Tpx356009A0, X2691936A, ab,  SX2691936A, ab,   4/0Triplex, 50, ft 
Tpx356010A0, X3216336A, ab,  SX3216336A, ab,   4/0Triplex, 50, ft 
Tpx356011A0, X3216337A, ab,  SX3216337A, ab,   4/0Triplex, 50, ft 
Tpx356012A0, X2841615A, ab,  SX2841615A, ab,   4/0Triplex, 50, ft 
Tpx356013A0, X2954348A, ab,  SX2954348A, ab,   4/0Triplex, 50, ft 
Tpx356014A0, X3235249A, ab,  SX3235249A, ab,   4/0Triplex, 50, ft 
Tpx356015A0, X2916599A, ab,  SX2916599A, ab,   4/0Triplex, 50, ft 
Tpx356062B0, X3122816B, ab,  SX3122816B, ab,   4/0Triplex, 50, ft 
Tpx356063C0, X3160103C, ab,  SX3160103C, ab,   4/0Triplex, 50, ft 
Tpx356064B0, X2935556B, ab,  SX2935556B, ab,   4/0Triplex, 50, ft 
Tpx356065B0, X3104124B, ab,  SX3104124B, ab,   4/0Triplex, 50, ft 
Tpx356787C0, X2970804C, ab,  SX2970804C, ab,   4/0Triplex, 50, ft 
Tpx356788C0, X3176661C, ab,  SX3176661C, ab,   4/0Triplex, 50, ft 
Tpx356789C0, X3048937C, ab,  SX3048937C, ab,   4/0Triplex, 50, ft 
Tpx356790C0, X2804957C, ab,  SX2804957C, ab,   4/0Triplex, 50, ft 
Tpx356791C0, X2767343C, ab,  SX2767343C, ab,   4/0Triplex, 50, ft 
Tpx356793C0, X3179608C, ab,  SX3179608C, ab,   4/0Triplex, 50, ft 
Tpx356794C0, X3086002C, ab,  SX3086002C, ab,   4/0Triplex, 50, ft 
Tpx356795C0, X2842330C, ab,  SX2842330C, ab,   4/0Triplex, 50, ft 
Tpx356796C0, X3235945C, ab,  SX3235945C, ab,   4/0Triplex, 50, ft 
Tpx356797C0, X2955006C, ab,  SX2955006C, ab,   4/0Triplex, 50, ft 
Tpx356798C0, X2692600C, ab,  SX2692600C, ab,   4/0Triplex, 50, ft 
Tpx356800A0, X3235946A, ab,  SX3235946A, ab,   4/0Triplex, 50, ft 
Tpx356801A0, X3011229A, ab,  SX3011229A, ab,   4/0Triplex, 50, ft 
Tpx356802A0, X2767342A, ab,  SX2767342A, ab,   4/0Triplex, 50, ft 
Tpx356803A0, X2748780A, ab,  SX2748780A, ab,   4/0Triplex, 50, ft 
Tpx356804A0, X2823544A, ab,  SX2823544A, ab,   4/0Triplex, 50, ft 
Tpx356805A0, X3195321A, ab,  SX3195321A, ab,   4/0Triplex, 50, ft 
Tpx356807A0, X2823545A, ab,  SX2823545A, ab,   4/0Triplex, 50, ft 
Tpx356808A0, X3101782A, ab,  SX3101782A, ab,   4/0Triplex, 50, ft 
Tpx356809A0, X2936214A, ab,  SX2936214A, ab,   4/0Triplex, 50, ft 
Tpx356810C0, X3142049C, ab,  SX3142049C, ab,   4/0Triplex, 50, ft 
Tpx356811A0, X2804956A, ab,  SX2804956A, ab,   4/0Triplex, 50, ft 
Tpx356814C0, X2730106C, ab,  SX2730106C, ab,   4/0Triplex, 50, ft 
Tpx356815A0, X2936212A, ab,  SX2936212A, ab,   4/0Triplex, 50, ft 
Tpx391736B0, X3029495B, ab,  SX3029495B, ab,   4/0Triplex, 50, ft 
Tpx391737B0, X2804247B, ab,  SX2804247B, ab,   4/0Triplex, 50, ft 
Tpx391738B0, X3104115B, ab,  SX3104115B, ab,   4/0Triplex, 50, ft 
Tpx391739B0, X2954339B, ab,  SX2954339B, ab,   4/0Triplex, 50, ft 
Tpx391740B0, X3048200B, ab,  SX3048200B, ab,   4/0Triplex, 50, ft 
Tpx391741B0, X3216339B, ab,  SX3216339B, ab,   4/0Triplex, 50, ft 
Tpx391742B0, X3048201B, ab,  SX3048201B, ab,   4/0Triplex, 50, ft 
Tpx391743B0, X3141390B, ab,  SX3141390B, ab,   4/0Triplex, 50, ft 
Tpx391744B0, X2710537B, ab,  SX2710537B, ab,   4/0Triplex, 50, ft 
Tpx391745B0, X2673300B, ab,  SX2673300B, ab,   4/0Triplex, 50, ft 
Tpx391746B0, X3085388B, ab,  SX3085388B, ab,   4/0Triplex, 50, ft 
Tpx391747B0, X2822859B, ab,  SX2822859B, ab,   4/0Triplex, 50, ft 
Tpx391748B0, X2991902B, ab,  SX2991902B, ab,   4/0Triplex, 50, ft 
Tpx391749B0, X2991918B, ab,  SX2991918B, ab,   4/0Triplex, 50, ft 
Tpx391750B0, X2897764B, ab,  SX2897764B, ab,   4/0Triplex, 50, ft 
Tpx391751B0, X2860488B, ab,  SX2860488B, ab,   4/0Triplex, 50, ft 
Tpx391752B0, X2804260B, ab,  SX2804260B, ab,   4/0Triplex, 50, ft 
Tpx391753B0, X2973163B, ab,  SX2973163B, ab,   4/0Triplex, 50, ft 
Tpx391755B0, X3104130B, ab,  SX3104130B, ab,   4/0Triplex, 50, ft 
Tpx391756B0, X2879079B, ab,  SX2879079B, ab,   4/0Triplex, 50, ft 
Tpx391757B0, X2991917B, ab,  SX2991917B, ab,   4/0Triplex, 50, ft 
Tpx391758B0, X2841636B, ab,  SX2841636B, ab,   4/0Triplex, 50, ft 
Tpx391765B0, X3085389B, ab,  SX3085389B, ab,   4/0Triplex, 50, ft 
Tpx391973C0, X2673319C, ab,  SX2673319C, ab,   4/0Triplex, 50, ft 
Tpx391976C0, X2841631C, ab,  SX2841631C, ab,   4/0Triplex, 50, ft 
Tpx391977A0, X3216350A, ab,  SX3216350A, ab,   4/0Triplex, 50, ft 
Tpx391978C0, X3141402C, ab,  SX3141402C, ab,   4/0Triplex, 50, ft 
Tpx391979C0, X3197642C, ab,  SX3197642C, ab,   4/0Triplex, 50, ft 
Tpx391980A0, X2691952A, ab,  SX2691952A, ab,   4/0Triplex, 50, ft 
Tpx391981A0, X2879081A, ab,  SX2879081A, ab,   4/0Triplex, 50, ft 
Tpx391985A0, X2785530A, ab,  SX2785530A, ab,   4/0Triplex, 50, ft 
Tpx391986A0, X2766723A, ab,  SX2766723A, ab,   4/0Triplex, 50, ft 
Tpx391987A0, X3122822A, ab,  SX3122822A, ab,   4/0Triplex, 50, ft 
Tpx391989A0, X2766747A, ab,  SX2766747A, ab,   4/0Triplex, 50, ft 
Tpx391990A0, X2858163A, ab,  SX2858163A, ab,   4/0Triplex, 50, ft 
Tpx391991A0, X3216346A, ab,  SX3216346A, ab,   4/0Triplex, 50, ft 
Tpx391992A0, X3029500A, ab,  SX3029500A, ab,   4/0Triplex, 50, ft 
Tpx391993A0, X3156034A, ab,  SX3156034A, ab,   4/0Triplex, 50, ft 
Tpx391994A0, X3066821A, ab,  SX3066821A, ab,   4/0Triplex, 50, ft 
Tpx391995A0, X2748140A, ab,  SX2748140A, ab,   4/0Triplex, 50, ft 
Tpx391996A0, X3141412A, ab,  SX3141412A, ab,   4/0Triplex, 50, ft 
Tpx392036B0, X2991915B, ab,  SX2991915B, ab,   4/0Triplex, 50, ft 
Tpx392037B0, X2673320B, ab,  SX2673320B, ab,   4/0Triplex, 50, ft 
Tpx392038B0, X2841634B, ab,  SX2841634B, ab,   4/0Triplex, 50, ft 
Tpx441311A0, X2766720A, ab,  SX2766720A, ab,   4/0Triplex, 50, ft 
Tpx441331C0, X3235254C, ab,  SX3235254C, ab,   4/0Triplex, 50, ft 
Tpx441854C0, X2935566C, ab,  SX2935566C, ab,   4/0Triplex, 50, ft 
Tpx442373C0, X3141393C, ab,  SX3141393C, ab,   4/0Triplex, 50, ft 
Tpx52107636A0, X3030204A, ab,  SX3030204A, ab,   4/0Triplex, 50, ft 
Tpx52107693B0, X3160868B, ab,  SX3160868B, ab,   4/0Triplex, 50, ft 
Tpx28044328C0, X2785524C, ab,  SX2785524C, ab,   4/0Triplex, 50, ft 
Tpx28099529C0, X3235268C, ab,  SX3235268C, ab,   4/0Triplex, 50, ft 
Tpx28118808A0, X3122825A, ab,  SX3122825A, ab,   4/0Triplex, 50, ft 
Tpx28118822A0, X2991920A, ab,  SX2991920A, ab,   4/0Triplex, 50, ft 
Tpx28118903B0, X2973146B, ab,  SX2973146B, ab,   4/0Triplex, 50, ft 
Tpx28119958B0, X2935568B, ab,  SX2935568B, ab,   4/0Triplex, 50, ft 
Tpx28120126A0, X2814529A, ab,  SX2814529A, ab,   4/0Triplex, 50, ft 
Tpx28120126B0, X2814529B, ab,  SX2814529B, ab,   4/0Triplex, 50, ft 
Tpx28120126C0, X2814529C, ab,  SX2814529C, ab,   4/0Triplex, 50, ft 
Tpx28120183C0, X3122818C, ab,  SX3122818C, ab,   4/0Triplex, 50, ft 
Tpx28120195B0, X3048209B, ab,  SX3048209B, ab,   4/0Triplex, 50, ft 
Tpx28120786A0, X2841628A, ab,  SX2841628A, ab,   4/0Triplex, 50, ft 
Tpx28120855A0, X2673316A, ab,  SX2673316A, ab,   4/0Triplex, 50, ft 
Tpx28121368A0, X2748143A, ab,  SX2748143A, ab,   4/0Triplex, 50, ft 
Tpx28121587A0, X2860477A, ab,  SX2860477A, ab,   4/0Triplex, 50, ft 
Tpx28126875B0, X3066811B, ab,  SX3066811B, ab,   4/0Triplex, 50, ft 
Tpx28127090C0, X2954352C, ab,  SX2954352C, ab,   4/0Triplex, 50, ft 
Tpx28127146B0, X3160864B, ab,  SX3160864B, ab,   4/0Triplex, 50, ft 
Tpx28127253A0, X3085401A, ab,  SX3085401A, ab,   4/0Triplex, 50, ft 
Tpx28127319B0, X2766744B, ab,  SX2766744B, ab,   4/0Triplex, 50, ft 
Tpx28127372A0, X2804259A, ab,  SX2804259A, ab,   4/0Triplex, 50, ft 
Tpx28127390C0, X2860486C, ab,  SX2860486C, ab,   4/0Triplex, 50, ft 
Tpx28127681B0, X2785522B, ab,  SX2785522B, ab,   4/0Triplex, 50, ft 
Tpx28128007C0, X2897766C, ab,  SX2897766C, ab,   4/0Triplex, 50, ft 
Tpx28128464C0, X3048889C, ab,  SX3048889C, ab,   4/0Triplex, 50, ft 
Tpx28128517C0, X3048890C, ab,  SX3048890C, ab,   4/0Triplex, 50, ft 
Tpx28129399C0, X2991921C, ab,  SX2991921C, ab,   4/0Triplex, 50, ft 
Tpx28129466A0, X3011293A, ab,  SX3011293A, ab,   4/0Triplex, 50, ft 
Tpx28129466B0, X3011293B, ab,  SX3011293B, ab,   4/0Triplex, 50, ft 
Tpx28129466C0, X3011293C, ab,  SX3011293C, ab,   4/0Triplex, 50, ft 
Tpx28129923C0, X3123509C, ab,  SX3123509C, ab,   4/0Triplex, 50, ft 
Tpx28147018B0, X2841620B, ab,  SX2841620B, ab,   4/0Triplex, 50, ft 
Tpx28147708B0, X2991929B, ab,  SX2991929B, ab,   4/0Triplex, 50, ft 
Tpx28147899C0, X3160793C, ab,  SX3160793C, ab,   4/0Triplex, 50, ft 
Tpx28147974B0, X2691946B, ab,  SX2691946B, ab,   4/0Triplex, 50, ft 
Tpx28148060C0, X2991940C, ab,  SX2991940C, ab,   4/0Triplex, 50, ft 
Tpx28148580B0, X3197636B, ab,  SX3197636B, ab,   4/0Triplex, 50, ft 
Tpx28148633A0, X2991905A, ab,  SX2991905A, ab,   4/0Triplex, 50, ft 
Tpx28149184C0, X3141395C, ab,  SX3141395C, ab,   4/0Triplex, 50, ft 
Tpx28150172A0, X2748135A, ab,  SX2748135A, ab,   4/0Triplex, 50, ft 
Tpx28150189A0, X2729412A, ab,  SX2729412A, ab,   4/0Triplex, 50, ft 
Tpx28150292A0, X2839305A, ab,  SX2839305A, ab,   4/0Triplex, 50, ft 
Tpx21015706A0, X3160123A, ab,  SX3160123A, ab,   4/0Triplex, 50, ft 
Tpx21015829A0, X2822861A, ab,  SX2822861A, ab,   4/0Triplex, 50, ft 
Tpx21031684A0, X2841616A, ab,  SX2841616A, ab,   4/0Triplex, 50, ft 
Tpx21031694B0, X3122812B, ab,  SX3122812B, ab,   4/0Triplex, 50, ft 
Tpx21148701B0, X2897771B, ab,  SX2897771B, ab,   4/0Triplex, 50, ft 
Tpx21149420A0, X3178973A, ab,  SX3178973A, ab,   4/0Triplex, 50, ft 
Tpx21197413C0, X3141411C, ab,  SX3141411C, ab,   4/0Triplex, 50, ft 
Tpx21209868A0, X2710518A, ab,  SX2710518A, ab,   4/0Triplex, 50, ft 
Tpx21236413B0, X3085391B, ab,  SX3085391B, ab,   4/0Triplex, 50, ft 
Tpx21243817A0, X2955076A, ab,  SX2955076A, ab,   4/0Triplex, 50, ft 
Tpx21248901B0, X2729430B, ab,  SX2729430B, ab,   4/0Triplex, 50, ft 
Tpx21249626B0, X3142079B, ab,  SX3142079B, ab,   4/0Triplex, 50, ft 
Tpx21249647B0, X2955055B, ab,  SX2955055B, ab,   4/0Triplex, 50, ft 
Tpx21249674B0, X2879753B, ab,  SX2879753B, ab,   4/0Triplex, 50, ft 
Tpx21325725C0, X2842390C, ab,  SX2842390C, ab,   4/0Triplex, 50, ft 
Tpx21357515A0, X2710511A, ab,  SX2710511A, ab,   4/0Triplex, 50, ft 
Tpx21357865A0, X2766719A, ab,  SX2766719A, ab,   4/0Triplex, 50, ft 
Tpx21357901B0, X3160117B, ab,  SX3160117B, ab,   4/0Triplex, 50, ft 
Tpx21357984C0, X2897790C, ab,  SX2897790C, ab,   4/0Triplex, 50, ft 
Tpx21373784A0, X3066817A, ab,  SX3066817A, ab,   4/0Triplex, 50, ft 
Tpx21380156B0, X2841641B, ab,  SX2841641B, ab,   4/0Triplex, 50, ft 
Tpx21380325B0, X2674027B, ab,  SX2674027B, ab,   4/0Triplex, 50, ft 
Tpx21380453A0, X3010557A, ab,  SX3010557A, ab,   4/0Triplex, 50, ft 
Tpx21380500C0, X3235242C, ab,  SX3235242C, ab,   4/0Triplex, 50, ft 
Tpx21380528A0, X2973150A, ab,  SX2973150A, ab,   4/0Triplex, 50, ft 
Tpx21380599A0, X3066804A, ab,  SX3066804A, ab,   4/0Triplex, 50, ft 
Tpx21380616A0, X2879067A, ab,  SX2879067A, ab,   4/0Triplex, 50, ft 
Tpx21381118B0, X2710530B, ab,  SX2710530B, ab,   4/0Triplex, 50, ft 
Tpx21382813A0, X2748781A, ab,  SX2748781A, ab,   4/0Triplex, 50, ft 
Tpx21382992A0, X3197654A, ab,  SX3197654A, ab,   4/0Triplex, 50, ft 
Tpx21383494B0, X2954361B, ab,  SX2954361B, ab,   4/0Triplex, 50, ft 
Tpx21383553B0, X2935547B, ab,  SX2935547B, ab,   4/0Triplex, 50, ft 
Tpx21384099A0, X3215385A, ab,  SX3215385A, ab,   4/0Triplex, 50, ft 
Tpx21384099B0, X3215385B, ab,  SX3215385B, ab,   4/0Triplex, 50, ft 
Tpx21384099C0, X3215385C, ab,  SX3215385C, ab,   4/0Triplex, 50, ft 
Tpx21384215A0, X2841622A, ab,  SX2841622A, ab,   4/0Triplex, 50, ft 
Tpx21385192C0, X2879062C, ab,  SX2879062C, ab,   4/0Triplex, 50, ft 
Tpx21386065C0, X2917255C, ab,  SX2917255C, ab,   4/0Triplex, 50, ft 
Tpx21386143C0, X3160862C, ab,  SX3160862C, ab,   4/0Triplex, 50, ft 
Tpx21386157A0, X3067447A, ab,  SX3067447A, ab,   4/0Triplex, 50, ft 
Tpx21386442C0, X3179637C, ab,  SX3179637C, ab,   4/0Triplex, 50, ft 
Tpx21386552B0, X2822867B, ab,  SX2822867B, ab,   4/0Triplex, 50, ft 
Tpx21386754A0, X2766741A, ab,  SX2766741A, ab,   4/0Triplex, 50, ft 
Tpx21386771B0, X2897807B, ab,  SX2897807B, ab,   4/0Triplex, 50, ft 
Tpx21386877A0, X2823611A, ab,  SX2823611A, ab,   4/0Triplex, 50, ft 
Tpx21386976A0, X3141398A, ab,  SX3141398A, ab,   4/0Triplex, 50, ft 
Tpx21387206C0, X3235251C, ab,  SX3235251C, ab,   4/0Triplex, 50, ft 
Tpx21387929C0, X2935551C, ab,  SX2935551C, ab,   4/0Triplex, 50, ft 
Tpx21388572B0, X3235252B, ab,  SX3235252B, ab,   4/0Triplex, 50, ft 
Tpx21389092B0, X2917328B, ab,  SX2917328B, ab,   4/0Triplex, 50, ft 
Tpx21389237A0, X2989565A, ab,  SX2989565A, ab,   4/0Triplex, 50, ft 
Tpx21389307C0, X2692655C, ab,  SX2692655C, ab,   4/0Triplex, 50, ft 
Tpx21389761B0, X2861219B, ab,  SX2861219B, ab,   4/0Triplex, 50, ft 
Tpx21389831A0, X2674051A, ab,  SX2674051A, ab,   4/0Triplex, 50, ft 
Tpx21389962C0, X2804249C, ab,  SX2804249C, ab,   4/0Triplex, 50, ft 
Tpx21390038C0, X3030205C, ab,  SX3030205C, ab,   4/0Triplex, 50, ft 
Tpx21391094A0, X3085395A, ab,  SX3085395A, ab,   4/0Triplex, 50, ft 
Tpx21391242B0, X2767409B, ab,  SX2767409B, ab,   4/0Triplex, 50, ft 
Tpx21391390B0, X3217064B, ab,  SX3217064B, ab,   4/0Triplex, 50, ft 
Tpx21393412B0, X2729405B, ab,  SX2729405B, ab,   4/0Triplex, 50, ft 
Tpx21393454B0, X3179699B, ab,  SX3179699B, ab,   4/0Triplex, 50, ft 
Tpx21393486C0, X2898526C, ab,  SX2898526C, ab,   4/0Triplex, 50, ft 
Tpx21393570C0, X2674052C, ab,  SX2674052C, ab,   4/0Triplex, 50, ft 
Tpx21393643A0, X2851933A, ab,  SX2851933A, ab,   4/0Triplex, 50, ft 
Tpx21393643B0, X2851933B, ab,  SX2851933B, ab,   4/0Triplex, 50, ft 
Tpx21393643C0, X2851933C, ab,  SX2851933C, ab,   4/0Triplex, 50, ft 
Tpx21395720C0, X2860492C, ab,  SX2860492C, ab,   4/0Triplex, 50, ft 
Tpx21395962A0, X3197645A, ab,  SX3197645A, ab,   4/0Triplex, 50, ft 
Tpx21396015A0, X3048211A, ab,  SX3048211A, ab,   4/0Triplex, 50, ft 
Tpx21396254A0, X2804253A, ab,  SX2804253A, ab,   4/0Triplex, 50, ft 
Tpx21396331B0, X3178981B, ab,  SX3178981B, ab,   4/0Triplex, 50, ft 
Tpx21396606C0, X2785525C, ab,  SX2785525C, ab,   4/0Triplex, 50, ft 
Tpx21396699B0, X2860483B, ab,  SX2860483B, ab,   4/0Triplex, 50, ft 
Tpx21396796B0, X3141397B, ab,  SX3141397B, ab,   4/0Triplex, 50, ft 
Tpx21396815C0, X3253995C, ab,  SX3253995C, ab,   4/0Triplex, 50, ft 
Tpx21396867A0, X2710536A, ab,  SX2710536A, ab,   4/0Triplex, 50, ft 
Tpx21396959A0, X3197638A, ab,  SX3197638A, ab,   4/0Triplex, 50, ft 
Tpx21397005A0, X2935557A, ab,  SX2935557A, ab,   4/0Triplex, 50, ft 
Tpx21397029A0, X2673311A, ab,  SX2673311A, ab,   4/0Triplex, 50, ft 
Tpx21397067A0, X2729413A, ab,  SX2729413A, ab,   4/0Triplex, 50, ft 
Tpx21397121C0, X3122848C, ab,  SX3122848C, ab,   4/0Triplex, 50, ft 
Tpx21397304A0, X2973169A, ab,  SX2973169A, ab,   4/0Triplex, 50, ft 
Tpx21397544A0, X2822868A, ab,  SX2822868A, ab,   4/0Triplex, 50, ft 
Tpx21397645A0, X2860493A, ab,  SX2860493A, ab,   4/0Triplex, 50, ft 
