#  Loads are defined as two 120V loads connected line to neutral
#  Phase designation "ab" implies two 120V loads
#  kW load is divided equally between the two 120V "phases"
#  Status: fixed=does not vary (load multipliers do not apply)

Name, NumPhases, Bus, phases, Voltage, status, model, connection, kW, PF
339011B0, 2, SX3104145B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
339012B0, 2, SX2973171B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
339013B0, 2, SX2804270B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
339016B0, 2, SX3235273B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
339017C0, 2, SX2729423C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
339018A0, 2, SX2729424A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
339019A0, 2, SX3160114A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
339020A0, 2, SX3104144A, ab,  120.0,  variable, 1,  wye, 3.55, 0.97
339021A0, 2, SX3197652A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
339042B0, 2, SX3141394B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
339043C0, 2, SX2804277C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
339044C0, 2, SX3197625C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
339046A0, 2, SX2785511A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
339047A0, 2, SX2973148A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
339048A0, 2, SX3160098A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
339049A0, 2, SX2916602A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
339051C0, 2, SX3231255C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
339052C0, 2, SX3118855C, ab,  120.0,  variable, 1,  wye, 15.26, 0.97
339097B0, 2, SX3085410B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
346639C0, 2, SX2992556C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
350993C0, 2, SX3198356C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
350994C0, 2, SX3048968C, ab,  120.0,  variable, 1,  wye, 15.26, 0.97
351019C0, 2, SX2767414C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
351020C0, 2, SX3045895C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
351021C0, 2, SX2692664C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
354851B0, 2, SX2991901B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
355358B0, 2, SX2673322B, ab,  120.0,  variable, 1,  wye, 3.89, 0.97
355359B0, 2, SX2766730B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
355375A0, 2, SX2689691A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
355376B0, 2, SX2914323B, ab,  120.0,  variable, 1,  wye, 3.89, 0.97
355431C0, 2, SX3048222C, ab,  120.0,  variable, 1,  wye, 15.26, 0.97
355432C0, 2, SX3122837C, ab,  120.0,  variable, 1,  wye, 15.26, 0.97
355433C0, 2, SX2991933C, ab,  120.0,  variable, 1,  wye, 20.34, 0.97
355437C0, 2, SX2710525C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
355438C0, 2, SX2673323C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
355584B0, 2, SX2710542B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
355585B0, 2, SX2766742B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
355586B0, 2, SX3254234B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
355587B0, 2, SX3104114B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
355588B0, 2, SX2822857B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
355589B0, 2, SX2691939B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
355590B0, 2, SX2860478B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
355591B0, 2, SX2822858B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
355592B0, 2, SX3254206B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
355593B0, 2, SX2766715B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
355595B0, 2, SX2860479B, ab,  120.0,  variable, 1,  wye, 3.89, 0.97
355596B0, 2, SX3178969B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
355597B0, 2, SX2729401B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
355598B0, 2, SX2804245B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
355599B0, 2, SX3216338B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
355600B0, 2, SX2691938B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
355601B0, 2, SX2673326B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
355602B0, 2, SX3251806B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
355603B0, 2, SX3160108B, ab,  120.0,  variable, 1,  wye, 14.59, 0.97
355604B0, 2, SX2841624B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
355605B0, 2, SX2729409B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
355606B0, 2, SX3029510B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
355607B0, 2, SX2991927B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
355618B0, 2, SX2954338B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
355767B0, 2, SX3197634B, ab,  120.0,  variable, 1,  wye, 14.59, 0.97
355768B0, 2, SX2729408B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
355773A0, 2, SX2991909A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
355777B0, 2, SX3085398B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
355778C0, 2, SX2673314C, ab,  120.0,  variable, 1,  wye, 4.07, 0.97
355779C0, 2, SX3122817C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
355780B0, 2, SX3160102B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
355840B0, 2, SX2822871B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
355842A0, 2, SX2876813A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
355843A0, 2, SX2952013A, ab,  120.0,  variable, 1,  wye, 3.55, 0.97
355933A0, 2, SX2916598A, ab,  120.0,  variable, 1,  wye, 3.55, 0.97
355934A0, 2, SX3048212A, ab,  120.0,  variable, 1,  wye, 3.55, 0.97
355935A0, 2, SX2691973A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
355936A0, 2, SX2954357A, ab,  120.0,  variable, 1,  wye, 13.30, 0.97
355937A0, 2, SX2841639A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
355938A0, 2, SX2804262A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
355942A0, 2, SX2973165A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
355943C0, 2, SX2785529C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
355944B0, 2, SX3197646B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
356007A0, 2, SX3141389A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
356008A0, 2, SX3197618A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
356009A0, 2, SX2691936A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
356010A0, 2, SX3216336A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
356011A0, 2, SX3216337A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
356012A0, 2, SX2841615A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
356013A0, 2, SX2954348A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
356014A0, 2, SX3235249A, ab,  120.0,  variable, 1,  wye, 3.55, 0.97
356015A0, 2, SX2916599A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
356062B0, 2, SX3122816B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
356063C0, 2, SX3160103C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
356064B0, 2, SX2935556B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
356065B0, 2, SX3104124B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
356787C0, 2, SX2970804C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
356788C0, 2, SX3176661C, ab,  120.0,  variable, 1,  wye, 4.07, 0.97
356789C0, 2, SX3048937C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
356790C0, 2, SX2804957C, ab,  120.0,  variable, 1,  wye, 4.07, 0.97
356791C0, 2, SX2767343C, ab,  120.0,  variable, 1,  wye, 15.26, 0.97
356793C0, 2, SX3179608C, ab,  120.0,  variable, 1,  wye, 15.26, 0.97
356794C0, 2, SX3086002C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
356795C0, 2, SX2842330C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
356796C0, 2, SX3235945C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
356797C0, 2, SX2955006C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
356798C0, 2, SX2692600C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
356800A0, 2, SX3235946A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
356801A0, 2, SX3011229A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
356802A0, 2, SX2767342A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
356803A0, 2, SX2748780A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
356804A0, 2, SX2823544A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
356805A0, 2, SX3195321A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
356807A0, 2, SX2823545A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
356808A0, 2, SX3101782A, ab,  120.0,  variable, 1,  wye, 13.30, 0.97
356809A0, 2, SX2936214A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
356810C0, 2, SX3142049C, ab,  120.0,  variable, 1,  wye, 4.07, 0.97
356811A0, 2, SX2804956A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
356814C0, 2, SX2730106C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
356815A0, 2, SX2936212A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
391736B0, 2, SX3029495B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
391737B0, 2, SX2804247B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
391738B0, 2, SX3104115B, ab,  120.0,  variable, 1,  wye, 3.89, 0.97
391739B0, 2, SX2954339B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
391740B0, 2, SX3048200B, ab,  120.0,  variable, 1,  wye, 3.89, 0.97
391741B0, 2, SX3216339B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
391742B0, 2, SX3048201B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
391743B0, 2, SX3141390B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
391744B0, 2, SX2710537B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
391745B0, 2, SX2673300B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
391746B0, 2, SX3085388B, ab,  120.0,  variable, 1,  wye, 3.89, 0.97
391747B0, 2, SX2822859B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
391748B0, 2, SX2991902B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
391749B0, 2, SX2991918B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
391750B0, 2, SX2897764B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
391751B0, 2, SX2860488B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
391752B0, 2, SX2804260B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
391753B0, 2, SX2973163B, ab,  120.0,  variable, 1,  wye, 3.89, 0.97
391755B0, 2, SX3104130B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
391756B0, 2, SX2879079B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
391757B0, 2, SX2991917B, ab,  120.0,  variable, 1,  wye, 3.89, 0.97
391758B0, 2, SX2841636B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
391765B0, 2, SX3085389B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
391973C0, 2, SX2673319C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
391976C0, 2, SX2841631C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
391977A0, 2, SX3216350A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
391978C0, 2, SX3141402C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
391979C0, 2, SX3197642C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
391980A0, 2, SX2691952A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
391981A0, 2, SX2879081A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
391985A0, 2, SX2785530A, ab,  120.0,  variable, 1,  wye, 3.55, 0.97
391986A0, 2, SX2766723A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
391987A0, 2, SX3122822A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
391989A0, 2, SX2766747A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
391990A0, 2, SX2858163A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
391991A0, 2, SX3216346A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
391992A0, 2, SX3029500A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
391993A0, 2, SX3156034A, ab,  120.0,  variable, 1,  wye, 3.55, 0.97
391994A0, 2, SX3066821A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
391995A0, 2, SX2748140A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
391996A0, 2, SX3141412A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
392036B0, 2, SX2991915B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
392037B0, 2, SX2673320B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
392038B0, 2, SX2841634B, ab,  120.0,  variable, 1,  wye, 14.59, 0.97
441311A0, 2, SX2766720A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
441331C0, 2, SX3235254C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
441854C0, 2, SX2935566C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
442373C0, 2, SX3141393C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
20107636A0, 2, SX3030204A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
20107693B0, 2, SX3160868B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
2044328C0, 2, SX2785524C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
2099529C0, 2, SX3235268C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
2118808A0, 2, SX3122825A, ab,  120.0,  variable, 1,  wye, 13.30, 0.97
2118822A0, 2, SX2991920A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
2118903B0, 2, SX2973146B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
2119958B0, 2, SX2935568B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
2120126A0, 2, SX2814529A, ab,  120.0,  variable, 1,  wye, 17.74, 0.97
2120126B0, 2, SX2814529B, ab,  120.0,  variable, 1,  wye, 19.45, 0.97
2120126C0, 2, SX2814529C, ab,  120.0,  variable, 1,  wye, 20.34, 0.97
2120183C0, 2, SX3122818C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
2120195B0, 2, SX3048209B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
2120786A0, 2, SX2841628A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
2120855A0, 2, SX2673316A, ab,  120.0,  variable, 1,  wye, 3.55, 0.97
2121368A0, 2, SX2748143A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
2121587A0, 2, SX2860477A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
2126875B0, 2, SX3066811B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
2127090C0, 2, SX2954352C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
2127146B0, 2, SX3160864B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
2127253A0, 2, SX3085401A, ab,  120.0,  variable, 1,  wye, 13.30, 0.97
2127319B0, 2, SX2766744B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
2127372A0, 2, SX2804259A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
2127390C0, 2, SX2860486C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
2127681B0, 2, SX2785522B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
2128007C0, 2, SX2897766C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
2128464C0, 2, SX3048889C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
2128517C0, 2, SX3048890C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
2129399C0, 2, SX2991921C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
2129466A0, 2, SX3011293A, ab,  120.0,  variable, 1,  wye, 17.74, 0.97
2129466B0, 2, SX3011293B, ab,  120.0,  variable, 1,  wye, 19.45, 0.97
2129466C0, 2, SX3011293C, ab,  120.0,  variable, 1,  wye, 20.34, 0.97
2129923C0, 2, SX3123509C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
2147018B0, 2, SX2841620B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
2147708B0, 2, SX2991929B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
2147899C0, 2, SX3160793C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
2147974B0, 2, SX2691946B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
2148060C0, 2, SX2991940C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
2148580B0, 2, SX3197636B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
2148633A0, 2, SX2991905A, ab,  120.0,  variable, 1,  wye, 13.30, 0.97
2149184C0, 2, SX3141395C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
2150172A0, 2, SX2748135A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
2150189A0, 2, SX2729412A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
2150292A0, 2, SX2839305A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
21015706A0, 2, SX3160123A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
21015829A0, 2, SX2822861A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
21031684A0, 2, SX2841616A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
21031694B0, 2, SX3122812B, ab,  120.0,  variable, 1,  wye, 14.59, 0.97
21148701B0, 2, SX2897771B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
21149420A0, 2, SX3178973A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
21197413C0, 2, SX3141411C, ab,  120.0,  fixed,    1,  wye, 30.52, 0.97
21209868A0, 2, SX2710518A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
21236413B0, 2, SX3085391B, ab,  120.0,  variable, 1,  wye, 19.45, 0.97
21243817A0, 2, SX2955076A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
21248901B0, 2, SX2729430B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
21249626B0, 2, SX3142079B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
21249647B0, 2, SX2955055B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
21249674B0, 2, SX2879753B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
21325725C0, 2, SX2842390C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
21357515A0, 2, SX2710511A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
21357865A0, 2, SX2766719A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
21357901B0, 2, SX3160117B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
21357984C0, 2, SX2897790C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
21373784A0, 2, SX3066817A, ab,  120.0,  variable, 1,  wye, 17.74, 0.97
21380156B0, 2, SX2841641B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
21380325B0, 2, SX2674027B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
21380453A0, 2, SX3010557A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
21380500C0, 2, SX3235242C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
21380528A0, 2, SX2973150A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
21380599A0, 2, SX3066804A, ab,  120.0,  variable, 1,  wye, 13.30, 0.97
21380616A0, 2, SX2879067A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
21381118B0, 2, SX2710530B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
21382813A0, 2, SX2748781A, ab,  120.0,  variable, 1,  wye, 13.30, 0.97
21382992A0, 2, SX3197654A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
21383494B0, 2, SX2954361B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
21383553B0, 2, SX2935547B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
21384099A0, 2, SX3215385A, ab,  120.0,  variable, 1,  wye, 13.30, 0.97
21384099B0, 2, SX3215385B, ab,  120.0,  variable, 1,  wye, 19.45, 0.97
21384099C0, 2, SX3215385C, ab,  120.0,  variable, 1,  wye, 15.26, 0.97
21384215A0, 2, SX2841622A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
21385192C0, 2, SX2879062C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
21386065C0, 2, SX2917255C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
21386143C0, 2, SX3160862C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
21386157A0, 2, SX3067447A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
21386442C0, 2, SX3179637C, ab,  120.0,  variable, 1,  wye, 15.26, 0.97
21386552B0, 2, SX2822867B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
21386754A0, 2, SX2766741A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
21386771B0, 2, SX2897807B, ab,  120.0,  variable, 1,  wye, 5.84, 0.97
21386877A0, 2, SX2823611A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
21386976A0, 2, SX3141398A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
21387206C0, 2, SX3235251C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
21387929C0, 2, SX2935551C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
21388572B0, 2, SX3235252B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
21389092B0, 2, SX2917328B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
21389237A0, 2, SX2989565A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
21389307C0, 2, SX2692655C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
21389761B0, 2, SX2861219B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
21389831A0, 2, SX2674051A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
21389962C0, 2, SX2804249C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
21390038C0, 2, SX3030205C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
21391094A0, 2, SX3085395A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
21391242B0, 2, SX2767409B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
21391390B0, 2, SX3217064B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
21393412B0, 2, SX2729405B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
21393454B0, 2, SX3179699B, ab,  120.0,  variable, 1,  wye, 14.59, 0.97
21393486C0, 2, SX2898526C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
21393570C0, 2, SX2674052C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
21393643A0, 2, SX2851933A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
21393643B0, 2, SX2851933B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
21393643C0, 2, SX2851933C, ab,  120.0,  variable, 1,  wye, 15.26, 0.97
21395720C0, 2, SX2860492C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
21395962A0, 2, SX3197645A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
21396015A0, 2, SX3048211A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
21396254A0, 2, SX2804253A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
21396331B0, 2, SX3178981B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
21396606C0, 2, SX2785525C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
21396699B0, 2, SX2860483B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
21396796B0, 2, SX3141397B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
21396815C0, 2, SX3253995C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
21396867A0, 2, SX2710536A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
21396959A0, 2, SX3197638A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
21397005A0, 2, SX2935557A, ab,  120.0,  variable, 1,  wye, 13.30, 0.97
21397029A0, 2, SX2673311A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
21397067A0, 2, SX2729413A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
21397121C0, 2, SX3122848C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
21397304A0, 2, SX2973169A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
21397544A0, 2, SX2822868A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
21397645A0, 2, SX2860493A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
21397721A0, 2, SX3178976A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
21397771A0, 2, SX2673317A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
21398402A0, 2, SX2729428A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
21398536A0, 2, SX2973159A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
21398563A0, 2, SX3254216A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
21398646B0, 2, SX2973180B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
21398676A0, 2, SX3066816A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
21398815A0, 2, SX3216351A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
21399099A0, 2, SX2841635A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
21399112C0, 2, SX3254217C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
21399171C0, 2, SX2822870C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
21399220C0, 2, SX2766725C, ab,  120.0,  variable, 1,  wye, 6.10, 0.97
21399229A0, 2, SX2879078A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
21399305A0, 2, SX3048221A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
21399326C0, 2, SX2879092C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
21399361B0, 2, SX2691954B, ab,  120.0,  variable, 1,  wye, 9.73, 0.97
21399508A0, 2, SX3104135A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
21399619C0, 2, SX2991943C, ab,  120.0,  variable, 1,  wye, 10.17, 0.97
21399630A0, 2, SX3233353A, ab,  120.0,  variable, 1,  wye, 5.32, 0.97
21399707A0, 2, SX3141403A, ab,  120.0,  variable, 1,  wye, 8.87, 0.97
