#   Primary   circuit    line   definitions   
Name, Bus1, Phases, Bus2, Phases, Length, Units, LineCode,  Status   
HVMV_Sub_connector, _HVMV_Sub_LSB, ABC,   HVMV_Sub_48332, ABC,  0.01, km, 3PH-Connector  
LN5534965-2, P827499, A,   N1139254, A,  0.006376053, km,   1PH-4_ACSRxx4_ACSR     
LN6140774-2, N1137993, A,  L2860482, A,  0.064324784, km,   1PH-4_ACSRxx4_ACSR     
LN6137015-1, M1108501, A,  M1108499, A,  0.057368322, km,   1PH-4_ACSRxx4_ACSR     
LN5651961-1, M1026857, A,  L2973165, A,  0.083436787, km,   1PH-4_ACSRxx4_ACSR     
LN6108126-1, M1069169, A,  L2879064, A,  0.083904001, km,   1PH-4_ACSRxx4_ACSR     
LN5532747-1, L2897773, A,  L3197631, A,  0.12138716, km,   1PH-4_ACSRxx4_ACSR     
LN6015788-1, M1069191, A,  L3195315, A,  0.04738004, km,   1PH-4_ACSRxx4_ACSR     
LN5774487-1, L2748140, A,  L3141412, A,  0.078263521, km,   1PH-4_ACSRxx4_ACSR     
LN5956465-1, L2841622, A,  L2804254, A,  0.26870688, km,   1PH-4_ACSRxx4_ACSR     
LN5534965-3, N1139254, A,  L3122811, A,  0.027610038, km,   1PH-4_ACSRxx4_ACSR     
LN5683853-1, L2897801, A,  M1069384, A,  0.054603712, km,   1PH-4_ACSRxx4_ACSR     
LN6048633-1, M1209782, A,  L3217057, A,  0.038752379, km,   1PH-4_ACSRxx4_ACSR     
LN5682325-1, P901894, A,   M1026857, A,  0.00749118, km,   1PH-4_ACSRxx4_ACSR     
LN5986938-2, M1026690, A,  N1140830, A,  0.011761074, km,   1PH-4_ACSRxx4_ACSR     
LN5804806-1, L2841639, A,  M1026877, A,  0.044327562, km,   1PH-4_ACSRxx4_ACSR     
LN5651997-1, M1126020, A,  M1126025, A,  0.126702, km,   1PH-4_ACSRxx4_ACSR     
LN5683856-3, N1139263, A,  L3048227, A,  0.025986896, km,   1PH-4_ACSRxx4_ACSR     
LN6228328-1, M1027055, A,  M1027056, A,  0.006711971, km,   1PH-4_ACSRxx4_ACSR     
LN6047575-2, M1047566, A,  N1137995, A,  0.006095161, km,   1PH-4_ACSRxx4_ACSR     
LN6167816-1, M1047623, A,  L3008279, A,  0.059179711, km,   1PH-4_ACSRxx4_ACSR     
LN5655683-1, M1026657, A,  M1026656, A,  0.006010467, km,   1PH-4_ACSRxx4_ACSR     
LN6258530-1, M1166356, A,  L2727019, A,  0.061322849, km,   1PH-4_ACSRxx4_ACSR     
LN6380835-1, M1069521, A,  L3254231, A,  0.049905756, km,   1PH-4_ACSRxx4_ACSR     
LN5926306-1, L3104128, A,  L2673315, A,  0.11646684, km,   1PH-4_ACSRxx4_WPAL     
LN5926309-3, N1139539, A,  L2710520, A,  0.11800841, km,   1PH-4_ACSRxx4_WPAL     
LN6108134-1, M1047406, A,  L2691947, A,  0.065610008, km,   1PH-4_ACSRxx4_WPAL     
LN6047570-1, M1089118, A,  L3048208, A,  0.045297024, km,   1PH-4_ACSRxx4_WPAL     
LN5772710-2, L3120376, A,  M1026925, A,  0.089332548, km,   1PH-4_ACSRxx4_WPAL     
LN5653467-1, M1026393, A,  L2804252, A,  0.026660881, km,   1PH-4_ACSRxx4_WPAL     
LN6290229-1, L2897793, A,  M1069521, A,  0.025586266, km,   1PH-4_ACSRxx4_WPAL     
LN5926304-1, M1026925, A,  L3235249, A,  0.11031413, km,   1PH-4_ACSRxx4_WPAL     
LN6505948-2, L2673317, A,  L2710517, A,  0.099696487, km,   1PH-4_ACSRxx4_WPAL     
LN5985347-1, M1069521, A,  M1069524, A,  0.098153028, km,   1PH-4_ACSRxx4_WPAL     
LN6137085-1, M1026665, A,  L3232933, A,  0.14553764, km,   1PH-4_ACSRxx4_WPAL     
LN5985347-2, M1069524, A,  L3254230, A,  0.001181638, km,   1PH-4_ACSRxx4_WPAL     
LN5683814-1, L2804252, A,  L3195310, A,  0.062602865, km,   1PH-4_ACSRxx4_WPAL     
LN6169244-1, M1089200, A,  L2916602, A,  0.026850458, km,   1PH-4_ACSRxx4_WPAL     
LN5742808-1, M1069133, A,  L2710521, A,  0.018179595, km,   1PH-4_ACSRxx4_WPAL     
LN6505947-4, M3036169, A,  L2673317, A,  0.002598078, km,   1PH-4_ACSRxx4_WPAL     
LN5683829-1, M1026394, A,  M1026393, A,  0.043275407, km,   1PH-4_ACSRxx4_WPAL     
LN6077783-1, M1047335, A,  L2954354, A,  0.059394696, km,   1PH-4_ACSRxx4_WPAL     
LN5926309-2, M1069135, A,  N1139539, A,  0.028892002, km,   1PH-4_ACSRxx4_WPAL     
LN5772710-1, M1026906, A,  L3120376, A,  0.10683177, km,   1PH-4_ACSRxx4_WPAL     
LN5895785-1, L2710520, A,  M1069131, A,  0.042786809, km,   1PH-4_ACSRxx6_WPAL     
LN5895784-1, L3010569, A,  M1047335, A,  0.052752414, km,   1PH-4_WPALxx1/0_TPX    
LN5500957-1, M1026767, A,  L3216346, A,  0.044100816, km,   1PH-4_WPALxx1/0_TPX    
LN5528572-2, P895104, A,   N1139537, A,  0.01423113, km,   1PH-4_WPALxx2_WPAL     
LN6073648-1, M1047339, A,  P895104, A,   0.007739728, km,   1PH-4_WPALxx2_WPAL     
LN5561444-1, M1125988, A,  L2898457, A,  0.047166826, km,   1PH-4_WPALxx2_WPAL     
LN5528572-3, N1139537, A,  L3122826, A,  0.10468511, km,   1PH-4_WPALxx2_WPAL     
LN6506312-2, M1026378, A,  L2897778, A,  0.089714651, km,   1PH-4_WPALxx4_ACSR     
LN6301772-2, M1047314, A,  N1137961, A,  0.019319939, km,   1PH-4_WPALxx4_ACSR     
LN5532756-1, L3104133, A,  M1047323, A,  0.12762474, km,   1PH-4_WPALxx4_ACSR     
LN6506313-4, L2897778, A,  M3037452, A,  0.001984866, km,   1PH-4_WPALxx4_ACSR     
LN5746547-1, P827531, A,   M1026343, A,  0.006206339, km,   1PH-4_WPALxx4_ACSR     
LN5741249-1, P893163, A,   M1047314, A,  0.003926085, km,   1PH-4_WPALxx4_ACSR     
LN6411389-1, M1026343, A,  M1026344, A,  0.009411782, km,   1PH-4_WPALxx4_ACSR     
LN6014135-1, M1047312, A,  P893163, A,   0.004144648, km,   1PH-4_WPALxx4_ACSR     
LN5593238-1, M1026344, A,  L2991919, A,  0.12915597, km,   1PH-4_WPALxx4_ACSR     
LN5744340-1, M1026361, A,  M1026366, A,  0.069964337, km,   1PH-4_WPALxx4_ACSR     
LN5653468-1, M1047323, A,  L3010569, A,  0.040115276, km,   1PH-4_WPALxx4_ACSR     
LN5835146-1, L3104131, A,  M1026377, A,  0.061118497, km,   1PH-4_WPALxx4_ACSR     
LN6229806-1, L2954354, A,  L2673321, A,  0.057734628, km,   1PH-4_WPALxx4_ACSR     
LN6140777-1, M1026341, A,  P827531, A,   0.009336879, km,   1PH-4_WPALxx4_ACSR     
LN5653466-1, M1026377, A,  L3048210, A,  0.12725195, km,   1PH-4_WPALxx4_ACSR     
LN5593237-1, M1026366, A,  L3104131, A,  0.093656801, km,   1PH-4_WPALxx4_ACSR     
LN5562936-1, M1026377, A,  M1026378, A,  0.058065781, km,   1PH-4_WPALxx4_ACSR     
LN6301772-3, N1137961, A,  L3104133, A,  0.123164, km,   1PH-4_WPALxx4_ACSR     
LN5744339-1, L2991919, A,  M1026361, A,  0.085291161, km,   1PH-4_WPALxx4_ACSR     
LN6076268-1, M1009742, A,  P901972, A,   0.011964648, km,   1PH-4_WPALxx4_WPAL     
LN5835147-1, M1026387, A,  L3085402, A,  0.094484146, km,   1PH-4_WPALxx4_WPAL     
LN6171506-1, M1069514, A,  P827548, A,   0.007246943, km,   1PH-4_WPALxx4_WPAL     
LN5954983-1, P901972, A,   M1009726, A,  0.090083252, km,   1PH-4_WPALxx4_WPAL     
LN5744344-1, M1009724, A,  M1009720, A,  0.045538056, km,   1PH-4_WPALxx4_WPAL     
LN6017298-1, L2841627, A,  L3254216, A,  0.10690433, km,   1PH-4_WPALxx4_WPAL     
LN5594243-1, M1166373, A,  M1166369, A,  0.010262399, km,   1PH-4_WPALxx4_WPAL     
LN5776666-1, M1026960, A,  M1026961, A,  0.010933434, km,   1PH-4_WPALxx4_WPAL     
LN6201695-2, P827504, A,   N1137957, A,  0.009220193, km,   1PH-4_WPALxx4_WPAL     
LN5714057-1, M1009720, A,  M1009715, A,  0.028563507, km,   1PH-4_WPALxx4_WPAL     
LN5835136-3, N1137988, A,  L2991908, A,  0.040901181, km,   1PH-4_WPALxx4_WPAL     
LN6108149-1, L3122826, A,  M1047358, A,  0.1036739, km,   1PH-4_WPALxx4_WPAL     
LN5833652-1, M1009726, A,  M1009724, A,  0.072739184, km,   1PH-4_WPALxx4_WPAL     
LN6169254-1, L3085402, A,  M1026394, A,  0.01467491, km,   1PH-4_WPALxx4_WPAL     
LN5504712-1, M1047480, A,  P827504, A,   0.012589326, km,   1PH-4_WPALxx4_WPAL     
LN5895779-1, M1047432, A,  L2879075, A,  0.048365479, km,   1PH-4_WPALxx4_WPAL     
LN6201695-3, N1137957, A,  L3104119, A,  0.044033875, km,   1PH-4_WPALxx4_WPAL     
LN5776669-3, N1136368, A,  L2897792, A,  0.007062513, km,   1PH-4_WPALxx4_WPAL     
LN5894192-1, M1009705, A,  M1009698, A,  0.04727154, km,   1PH-4_WPALxx4_WPAL     
LN6262263-1, M1026961, A,  L2710516, A,  0.085765659, km,   1PH-4_WPALxx4_WPAL     
LN5712498-1, L2839305, A,  M1166361, A,  0.10091087, km,   1PH-4_WPALxx4_WPAL     
LN6320341-2, M3037452, A,  M1026387, A,  0.11890115, km,   1PH-4_WPALxx4_WPAL     
LN6411393-1, M1026906, A,  L3048212, A,  0.097829025, km,   1PH-4_WPALxx4_WPAL     
LN6047596-1, L2785538, A,  L2897793, A,  0.065434629, km,   1PH-4_WPALxx4_WPAL     
LN6260017-1, L2897792, A,  L2785538, A,  0.094311614, km,   1PH-4_WPALxx4_WPAL     
LN6015890-1, M1166361, A,  L2989600, A,  0.016819469, km,   1PH-4_WPALxx4_WPAL     
LN6380825-1, M1009715, A,  M1009705, A,  0.080367352, km,   1PH-4_WPALxx4_WPAL     
LN5835136-2, M1047737, A,  N1137988, A,  0.01970161, km,   1PH-4_WPALxx4_WPAL     
LN6199040-1, M1026773, A,  L3195751, A,  0.11787265, km,   1PH-4_WPALxx4_WPAL     
LN6153057-1, L2766747, A,  M1026732, A,  0.035496468, km,   1PH-4_WPALxx4_WPAL     
LN6153057-2, M1026732, A,  L3047058, A,  0.081188544, km,   1PH-4_WPALxx4_WPAL     
LN5894312-1, L2879075, A,  L3251830, A,  0.059455633, km,   1PH-4_WPALxx4_WPAL     
LN6198049-1, L3120502, A,  M1026792, A,  0.12639188, km,   1PH-4_WPALxx4_WPAL     
LN6046058-1, M1166369, A,  L2839305, A,  0.059581348, km,   1PH-4_WPALxx4_WPAL     
LN6260001-1, M1026906, A,  L2916598, A,  0.12405979, km,   1PH-4_WPALxx4_WPAL     
LN6411374-1, L2710516, A,  L2691944, A,  0.085522182, km,   1PH-4_WPALxx4_WPAL     
LN5989332-1, P829978, A,   L2992656, A,  0.055447271, km,   1PH-4_WPALxx4_WPAL     
LN6350532-1, M1069384, A,  L3066805, A,  0.04013771, km,   1PH-4_WPALxx4_WPAL     
LN5833611-1, L2858163, A,  L2766747, A,  0.16134385, km,   1PH-4_WPALxx4_WPAL     
LN5986934-1, M1047358, A,  L2897781, A,  0.090951975, km,   1PH-4_WPALxx4_WPAL     
LN6049964-1, M1166369, A,  P829978, A,   0.004170601, km,   1PH-4_WPALxx4_WPAL     
LN5776669-2, P827548, A,   N1136368, A,  0.007678207, km,   1PH-4_WPALxx4_WPAL     
LN6258429-1, M1009698, A,  M1026767, A,  0.080746087, km,   1PH-4_WPALxx4_WPAL     
LN5472359-1, M1047406, A,  L3216348, A,  0.029235554, km,   1PH-4_WPALxx4_WPAL     
LN5621834-1, L3216346, A,  L2858163, A,  0.13136078, km,   1PH-4_WPALxx4_WPAL     
LN6198041-1, M1166361, A,  L2692661, A,  0.069077186, km,   1PH-4_WPALxx4_WPAL     
LN5533838-1, L2992656, A,  M1166356, A,  0.059482933, km,   1PH-4_WPALxx4_WPAL     
LN6320339-1, L3216348, A,  L2841627, A,  0.18831853, km,   1PH-4_WPALxx4_WPAL     
LN5661951-3, N1136993, A,  L2972930, A,  0.021517913, km,   1PH-4_WPALxx4_WPAL     
LN5661951-2, M1047593, A,  N1136993, A,  0.009816906, km,   1PH-4_WPALxx4_WPAL     
LN5683857-1, M1026906, A,  L2691973, A,  0.18404514, km,   1PH-4_WPALxx4_WPAL     
LN6015794-1, M1089205, A,  M1089200, A,  0.061331211, km,   1PH-4_WPALxx4_WPAL     
LN5623393-1, M1069154, A,  L2804251, A,  0.039259698, km,   1PH-4_WPALxx4_WPAL     
CAP_3A, Q16642, A,    Q16642_CAP, A,0.01, km,   1PH-Connector  
CAP_1B, L2823592, B,  L2823592_CAP, B,      0.01, km,   1PH-Connector  
CAP_3B, Q16642, B,    Q16642_CAP, B,0.01, km,   1PH-Connector  
CAP_3C, Q16642, C,    Q16642_CAP, C,0.01, km,   1PH-Connector  
CAP_1C, L2823592, C,  L2823592_CAP, C,      0.01, km,   1PH-Connector  
CAP_1A, L2823592, A,  L2823592_CAP, A,      0.01, km,   1PH-Connector  
LN6043468-2, P895082, B,   N1142106, B,  0.016748099, km,   1PH-x2_ACSRx1/0_3W_CS  
LN5830952-1, M1108532, B,  P895082, B,   0.010911417, km,   1PH-x2_ACSRx1/0_3W_CS  
LN6043468-3, N1142106, B,  L2936213, B,  0.026190339, km,   1PH-x2_ACSRx1/0_3W_CS  
LN5621837-3, N1139252, B,  L3122812, B,  0.006240546, km,   1PH-x2_ACSRx1/0_TPX    
LN5895801-1, M1069607, B,  L2916617, B,  0.038381882, km,   1PH-x2_ACSRx1/0_TPX    
LN6229817-1, M1069544, B,  L2804272, B,  0.015769316, km,   1PH-x2_ACSRx1/0_TPX    
LN5532786-3, N1139257, B,  L3029518, B,  0.027258449, km,   1PH-x2_ACSRx1/0_TPX    
LN5621837-2, P901910, B,   N1139252, B,  0.006769205, km,   1PH-x2_ACSRx1/0_TPX    
LN5532786-2, M1069428, B,  N1139257, B,  0.016476581, km,   1PH-x2_ACSRx1/0_TPX    
LN5712475-1, M1069417, B,  P901910, B,   0.004314915, km,   1PH-x2_ACSRx1/0_TPX    
LN6290243-1, M1026485, B,  M1026492, B,  0.065907247, km,   1PH-x2_ACSRx2_ACSR     
LN5472406-1, L3139086, B,  L3029520, B,  0.067250621, km,   1PH-x2_ACSRx2_ACSR     
LN5835134-1, M1047374, B,  L3197629, B,  0.22047322, km,   1PH-x2_ACSRx2_ACSR     
LN5561432-2, L2689678, B,  M1026463, B,  0.39687219, km,   1PH-x2_ACSRx2_ACSR     
LN5500962-2, M1026953, B,  L3008232, B,  0.030479469, km,   1PH-x2_ACSRx2_ACSR     
LN5958707-1, M1069428, B,  P827576, B,   0.009510015, km,   1PH-x2_ACSRx2_ACSR     
LN6327237-1, M1026693, B,  M1026699, B,  0.085243838, km,   1PH-x2_ACSRx2_ACSR     
LN5993742-1, M1026699, B,  M1026722, B,  0.092686266, km,   1PH-x2_ACSRx2_ACSR     
LN6259997-1, L2991915, B,  L2673320, B,  0.059616084, km,   1PH-x2_ACSRx2_ACSR     
LN6018333-1, M1209751, B,  M1209750, B,  0.003850069, km,   1PH-x2_ACSRx2_ACSR     
LN5831676-1, M1069600, B,  L3102793, B,  0.057912138, km,   1PH-x2_ACSRx2_ACSR     
LN247162, F739842, B,   L0247162, B,  0.03048, km,   1PH-x2_ACSRx2_ACSR     
LN5987964-1, M1108278, B,  L3179699, B,  0.11513919, km,   1PH-x2_ACSRx2_ACSR     
LN6047588-1, M1026488, B,  D6047588-1_INT, B,    0.005462719, km,   1PH-x2_ACSRx2_ACSR     
LN5986922-1, M1027004, B,  L2804248, B,  0.038103377, km,   1PH-x2_ACSRx2_ACSR     
LN6381851-1, M1149225, B,  L2767409, B,  0.068060035, km,   1PH-x2_ACSRx2_ACSR     
LN5682337-1, M1047497, B,  P901912, B,   0.007964691, km,   1PH-x2_ACSRx2_ACSR     
LN5798823-1, M1142808, B,  L3160868, B,  0.091809842, km,   1PH-x2_ACSRx2_ACSR     
LN5803984-1, L3254214, B,  L3214112, B,  0.083487143, km,   1PH-x2_ACSRx2_ACSR     
LN5895776-1, L2804257, B,  L2860485, B,  0.05942455, km,   1PH-x2_ACSRx2_ACSR     
LN6320364-1, L3029518, B,  L2897807, B,  0.09232586, km,   1PH-x2_ACSRx2_ACSR     
LN6505946-1, M3036167, B,  L3085391, B,  0.073335022, km,   1PH-x2_ACSRx2_ACSR     
LN5926299-1, M1026972, B,  L2860483, B,  0.060677138, km,   1PH-x2_ACSRx2_ACSR     
LN5744364-1, M1027036, B,  L3010580, B,  0.021452463, km,   1PH-x2_ACSRx2_ACSR     
LN5644788-1, L3254869, B,  L2798067, B,  0.071911356, km,   1PH-x2_ACSRx2_ACSR     
LN5926315-1, M1026486, B,  M1026488, B,  0.010803168, km,   1PH-x2_ACSRx2_ACSR     
LN5958706-1, M1069462, B,  L3216342, B,  0.03003113, km,   1PH-x2_ACSRx2_ACSR     
LN6407748-1, L3029504, B,  L3046854, B,  0.059026298, km,   1PH-x2_ACSRx2_ACSR     
LN5563909-2, M3036162, B,  L2879753, B,  0.057784918, km,   1PH-x2_ACSRx2_ACSR     
LN5835141-1, M1089113, B,  L2691946, B,  0.076013507, km,   1PH-x2_ACSRx2_ACSR     
LN5956476-1, M1026487, B,  L2897784, B,  0.009553684, km,   1PH-x2_ACSRx2_ACSR     
LN5501096-1, L2970845, B,  L2897771, B,  0.087836189, km,   1PH-x2_ACSRx2_ACSR     
LN6015793-1, M1069640, B,  L3160113, B,  0.094142779, km,   1PH-x2_ACSRx2_ACSR     
LN6506317-2, L2911069, B,  L2948732, B,  0.22112721, km,   1PH-x2_ACSRx2_ACSR     
LN6351512-1, M1209750, B,  M1209749, B,  0.008525901, km,   1PH-x2_ACSRx2_ACSR     
LN5866267-1, M1209753, B,  M1209748, B,  0.20600806, km,   1PH-x2_ACSRx2_ACSR     
LN5502527-1, M1047796, B,  L3010562, B,  0.12220625, km,   1PH-x2_ACSRx2_ACSR     
LN5684859-1, M1142819, B,  L2861219, B,  0.060797535, km,   1PH-x2_ACSRx2_ACSR     
LN6380819-1, M1047471, B,  L2879077, B,  0.095479672, km,   1PH-x2_ACSRx2_ACSR     
LN6380800-1, L3216338, B,  L2973146, B,  0.058581136, km,   1PH-x2_ACSRx2_ACSR     
LN5500978-1, M1108258, B,  L3195318, B,  0.045719431, km,   1PH-x2_ACSRx2_ACSR     
LN5744352-1, M1069590, B,  L2801902, B,  0.009759994, km,   1PH-x2_ACSRx2_ACSR     
LN5835159-1, M1069574, B,  L2710530, B,  0.050243999, km,   1PH-x2_ACSRx2_ACSR     
LN6660514-2, M3327098, B,  M3327097, B,  0.079552412, km,   1PH-x2_ACSRx2_ACSR     
LN6074369-1, M1069620, B,  M1069610, B,  0.019908246, km,   1PH-x2_ACSRx2_ACSR     
LN5986946-1, M1069535, B,  M1069530, B,  0.088102215, km,   1PH-x2_ACSRx2_ACSR     
LN6046046-1, M1069532, B,  L2785534, B,  0.058579077, km,   1PH-x2_ACSRx2_ACSR     
LN6411367-1, L3216342, B,  L2879063, B,  0.061881139, km,   1PH-x2_ACSRx2_ACSR     
LN6047607-1, L2785547, B,  M1047457, B,  0.039348653, km,   1PH-x2_ACSRx2_ACSR     
LN6167715-1, M1026468, B,  P901909, B,   0.009637238, km,   1PH-x2_ACSRx2_ACSR     
LN5472396-1, M1027038, B,  M1027036, B,  0.10386451, km,   1PH-x2_ACSRx2_ACSR     
LN6102834-2, L3119793, B,  M1047371, B,  0.043078634, km,   1PH-x2_ACSRx2_ACSR     
LN5774474-1, M1009855, B,  L2748139, B,  0.065522575, km,   1PH-x2_ACSRx2_ACSR     
LN5623407-1, M1026339, B,  L3029507, B,  0.088318979, km,   1PH-x2_ACSRx2_ACSR     
LN6229798-1, M1047777, B,  L3178975, B,  0.54792948, km,   1PH-x2_ACSRx2_ACSR     
LN6380816-1, M1047453, B,  L2691948, B,  0.069602732, km,   1PH-x2_ACSRx2_ACSR     
LN5532745-1, M1026969, B,  M1026972, B,  0.038455221, km,   1PH-x2_ACSRx2_ACSR     
LN5865224-1, M1026466, B,  D5865224-1_INT, B,    0.006231251, km,   1PH-x2_ACSRx2_ACSR     
LN5916435-1, M1026907, B,  P875742, B,   0.082379198, km,   1PH-x2_ACSRx2_ACSR     
LN6047564-1, M1026951, B,  L2954347, B,  0.066580846, km,   1PH-x2_ACSRx2_ACSR     
LN6495087-1, M1009827, B,  M3019248, B,  0.15239961, km,   1PH-x2_ACSRx2_ACSR     
LN5588016-4, M4362181, B,  L3254214, B,  0.065451485, km,   1PH-x2_ACSRx2_ACSR     
LN5472346-1, L3160100, B,  L3085390, B,  0.066869648, km,   1PH-x2_ACSRx2_ACSR     
LN6351518-1, M1209753, B,  M1209752, B,  0.15473544, km,   1PH-x2_ACSRx2_ACSR     
LN5895802-1, M1069582, B,  L2973171, B,  0.026225465, km,   1PH-x2_ACSRx2_ACSR     
LN5650048-1, M1069610, B,  M1069600, B,  0.060959705, km,   1PH-x2_ACSRx2_ACSR     
LN6407748-2, L3046854, B,  M1047453, B,  0.052525213, km,   1PH-x2_ACSRx2_ACSR     
LN5986931-2, M3036165, B,  L3235252, B,  0.065312226, km,   1PH-x2_ACSRx2_ACSR     
LN5561432-1, M1047374, B,  L2689678, B,  0.089023412, km,   1PH-x2_ACSRx2_ACSR     
LN5588016-3, L2710546, B,  M4362181, B,  0.025897479, km,   1PH-x2_ACSRx2_ACSR     
LN6322801-1, M1186063, B,  P829979, B,   0.003916089, km,   1PH-x2_ACSRx2_ACSR     
LN6139658-1, M1142801, B,  L3217064, B,  0.10048186, km,   1PH-x2_ACSRx2_ACSR     
LN6290211-1, L2766722, B,  L2879071, B,  0.052646267, km,   1PH-x2_ACSRx2_ACSR     
LN5951197-2, M3037537, B,  L3231269, B,  0.17068799, km,   1PH-x2_ACSRx2_ACSR     
LN5621848-3, N1136353, B,  L2820535, B,  0.010605545, km,   1PH-x2_ACSRx2_ACSR     
LN5746550-2, P827576, B,   N1139256, B,  0.009617215, km,   1PH-x2_ACSRx2_ACSR     
LN5746550-3, N1139256, B,  L2973178, B,  0.063648486, km,   1PH-x2_ACSRx2_ACSR     
LN6108139-1, M1047471, B,  L3216349, B,  0.0183997, km,   1PH-x2_ACSRx2_ACSR     
LN5818176-1, L2673322, B,  L2859391, B,  0.04937834, km,   1PH-x2_ACSRx2_ACSR     
LN6495088-1, M3019248, B,  M3021569, B,  0.091439767, km,   1PH-x2_ACSRx2_ACSR     
LN5958705-1, E182726, B,   L2766744, B,  0.074860758, km,   1PH-x2_ACSRx2_ACSR     
LN6411384-1, L3160104, B,  M1047471, B,  0.11157712, km,   1PH-x2_ACSRx2_ACSR     
LN6138591-1, M1009828, B,  L3254206, B,  0.04136788, km,   1PH-x2_ACSRx2_ACSR     
LN5926289-1, M1047836, B,  L3254203, B,  0.29448541, km,   1PH-x2_ACSRx2_ACSR     
LN5956458-1, M1108269, B,  L2729405, B,  0.072526889, km,   1PH-x2_ACSRx2_ACSR     
LN5714042-1, M1047824, B,  L3122810, B,  0.078101352, km,   1PH-x2_ACSRx2_ACSR     
LN5835128-1, L2804248, B,  M1027005, B,  0.059376141, km,   1PH-x2_ACSRx2_ACSR     
LN6320353-1, M1069572, B,  M1069574, B,  0.039612138, km,   1PH-x2_ACSRx2_ACSR     
LN5653493-1, M1047457, B,  L2710546, B,  0.040119548, km,   1PH-x2_ACSRx2_ACSR     
LN5746549-1, M1069463, B,  M1069462, B,  0.002332928, km,   1PH-x2_ACSRx2_ACSR     
LN5562920-1, L2710508, B,  L2822860, B,  0.13896083, km,   1PH-x2_ACSRx2_ACSR     
LN5895792-1, M1026486, B,  M1026487, B,  0.012905988, km,   1PH-x2_ACSRx2_ACSR     
LN5841919-1, M1026745, B,  L3029183, B,  0.091016527, km,   1PH-x2_ACSRx2_ACSR     
LN5926332-1, M1047457, B,  L3139086, B,  0.067038007, km,   1PH-x2_ACSRx2_ACSR     
LN5653489-1, L2860506, B,  M1027019, B,  0.25032548, km,   1PH-x2_ACSRx2_ACSR     
LN6381854-1, L3179674, B,  M1209758, B,  0.11990402, km,   1PH-x2_ACSRx2_ACSR     
LN6200528-1, M1209752, B,  M1209751, B,  0.1574574, km,   1PH-x2_ACSRx2_ACSR     
LN6660515-2, M3327097, B,  L3448661, B,  0.042976419, km,   1PH-x2_ACSRx2_ACSR     
LN6327237-2, M1026699, B,  M1026704, B,  0.052537973, km,   1PH-x2_ACSRx2_ACSR     
LN6496337-2, M3021569, B,  L3315860, B,  0.15849509, km,   1PH-x2_ACSRx2_ACSR     
LN5593227-1, M1026948, B,  M1026949, B,  0.009027042, km,   1PH-x2_ACSRx2_ACSR     
LN5804787-1, M1108527, B,  L3141394, B,  0.003863499, km,   1PH-x2_ACSRx2_ACSR     
LN247171, F739844, B,   L0247171, B,  0.03048, km,   1PH-x2_ACSRx2_ACSR     
LN6229818-1, L2804272, B,  L2841641, B,  0.079462886, km,   1PH-x2_ACSRx2_ACSR     
LN5624380-1, M1209758, B,  M1209753, B,  0.12109104, km,   1PH-x2_ACSRx2_ACSR     
LN5928546-1, M1047793, B,  P827555, B,   0.006096664, km,   1PH-x2_ACSRx2_ACSR     
LN6259982-1, L3254206, B,  M1009827, B,  0.049512625, km,   1PH-x2_ACSRx2_ACSR     
LN5895810-1, L2766744, B,  M1027038, B,  0.053397955, km,   1PH-x2_ACSRx2_ACSR     
LN6139649-1, L3160868, B,  L3082988, B,  0.026688039, km,   1PH-x2_ACSRx2_ACSR     
LN6230797-1, L3082988, B,  M1149225, B,  0.069146324, km,   1PH-x2_ACSRx2_ACSR     
LN5894225-1, M1142810, B,  M1142808, B,  0.018660027, km,   1PH-x2_ACSRx2_ACSR     
LN5926292-1, M1108274, B,  M1108269, B,  0.061288054, km,   1PH-x2_ACSRx2_ACSR     
LN5714070-1, M1027036, B,  L2785543, B,  0.080294241, km,   1PH-x2_ACSRx2_ACSR     
LN247160, F739841, B,   L0247160, B,  0.03048, km,   1PH-x2_ACSRx2_ACSR     
LN5835145-1, M1026704, B,  L2841634, B,  0.16394102, km,   1PH-x2_ACSRx2_ACSR     
LN6418150-1, M1026736, B,  M1026745, B,  0.10686246, km,   1PH-x2_ACSRx2_ACSR     
LN6505938-4, L3142079, B,  M3036162, B,  0.002510594, km,   1PH-x2_ACSRx2_ACSR     
LN5835175-1, M1047453, B,  L2785547, B,  0.077046753, km,   1PH-x2_ACSRx2_ACSR     
LN5472341-1, M1026472, B,  D5472341-1_INT, B,    0.006305415, km,   1PH-x2_ACSRx2_ACSR     
LN6076245-1, L2989564, B,  L2897789, B,  0.10636114, km,   1PH-x2_ACSRx2_ACSR     
LN5593225-1, L2860483, B,  L3141397, B,  0.076050673, km,   1PH-x2_ACSRx2_ACSR     
LN6259983-1, M1027101, B,  L2860480, B,  0.16390608, km,   1PH-x2_ACSRx2_ACSR     
LN5653472-1, L2897784, B,  M1026496, B,  0.045599897, km,   1PH-x2_ACSRx2_ACSR     
LN5746706-2, P829979, B,   M3036172, B,  0.032567448, km,   1PH-x2_ACSRx2_ACSR     
LN6047562-1, M1047777, B,  M1047780, B,  0.09153541, km,   1PH-x2_ACSRx2_ACSR     
LN5653463-1, M1047518, B,  L2973160, B,  0.086539921, km,   1PH-x2_ACSRx2_ACSR     
